chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
genome_hic_scaffold_1_RagTag	CHH	OB	1	144	1	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	145	0	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	146	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	147	0	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	148	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	149	0	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	15	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	150	0	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	151	0	8	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	16	1	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	17	3	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	18	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	19	2	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	2	2	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	20	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	21	0	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	22	0	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	23	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	24	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	25	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	26	0	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	27	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	28	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	29	2	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	3	2	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	30	1	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	31	1	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	32	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	33	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	34	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	35	0	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	36	1	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	37	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	38	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	39	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	4	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	40	0	37	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	41	1	36	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	42	1	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	43	1	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	44	0	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	45	0	41	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	46	2	39	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	47	1	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	48	0	36	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	49	2	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	5	1	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	50	1	38	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	51	0	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	52	2	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	53	2	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	54	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	55	0	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	56	2	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	57	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	58	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	59	1	35	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	6	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	60	2	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	61	0	34	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	62	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	63	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	64	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	65	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	66	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	67	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	68	0	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	69	1	34	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	7	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	70	1	35	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	71	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	72	1	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	73	2	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	74	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	75	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	76	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	77	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	78	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	79	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	8	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	80	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	81	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	82	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	83	2	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	84	0	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	85	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	86	3	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	87	1	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	88	1	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	89	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	9	0	37	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	90	2	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	91	0	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	92	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	93	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	94	0	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	95	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	96	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	97	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	98	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	1	99	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	1	3	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	10	1	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	100	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	101	0	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	102	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	103	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	104	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	105	0	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	106	2	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	107	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	108	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	109	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	11	2	38	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	110	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	111	3	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	112	1	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	113	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	114	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	115	1	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	116	1	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	117	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	118	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	119	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	12	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	120	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	121	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	122	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	123	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	124	0	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	125	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	126	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	127	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	128	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	129	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	13	5	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	130	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	131	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	132	1	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	133	0	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	134	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	135	1	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	136	0	11	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	137	0	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	138	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	139	2	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	14	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	140	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	141	1	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	142	0	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	143	0	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	144	1	16	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	145	0	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	146	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	147	1	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	148	2	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	149	1	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	15	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	150	2	16	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	16	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	17	1	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	18	0	36	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	19	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	2	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	20	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	21	2	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	22	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	23	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	24	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	25	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	26	2	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	27	1	35	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	28	0	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	29	2	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	3	2	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	30	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	31	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	32	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	33	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	34	1	36	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	35	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	36	1	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	37	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	38	0	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	39	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	4	0	35	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	40	0	38	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	41	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	42	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	43	2	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	44	0	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	45	1	37	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	46	2	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	47	2	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	48	2	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	49	1	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	5	1	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	50	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	51	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	52	4	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	53	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	54	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	55	0	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	56	2	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	57	2	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	58	2	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	59	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	6	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	60	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	61	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	62	1	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	63	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	64	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	65	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	66	0	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	67	0	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	68	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	69	0	33	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	7	2	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	70	0	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	71	2	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	72	1	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	73	2	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	74	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	75	1	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	76	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	77	1	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	78	2	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	79	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	8	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	80	1	31	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	81	2	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	82	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	83	0	36	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	84	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	85	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	86	2	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	87	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	88	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	89	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	9	1	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	90	2	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	91	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	92	1	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	93	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	94	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	95	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	96	2	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	97	0	26	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	98	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OB	2	99	0	34	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	1	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	10	0	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	100	0	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	101	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	102	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	103	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	104	0	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	105	1	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	106	1	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	107	0	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	108	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	109	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	11	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	110	0	16	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	111	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	112	3	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	113	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	114	1	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	115	0	25	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	116	2	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	117	3	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	118	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	119	3	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	12	1	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	120	2	11	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	121	3	13	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	122	2	18	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	123	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	124	1	21	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	125	1	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	126	0	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	127	1	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	128	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	129	0	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	13	2	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	130	0	20	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	131	5	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	132	3	16	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	133	0	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	134	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	135	0	11	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	136	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	137	1	17	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	138	2	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	139	2	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	14	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	140	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	141	1	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	142	2	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	143	1	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	144	0	16	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	145	0	10	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	146	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	147	1	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	148	0	15	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	149	0	14	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	15	1	23	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	150	1	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	151	0	12	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	16	1	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	17	0	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	18	1	19	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	19	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	2	3	22	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	20	0	32	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	21	2	27	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	22	0	40	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	23	0	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	24	0	28	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	25	2	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	26	0	24	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	27	0	30	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	28	2	29	0	0
genome_hic_scaffold_1_RagTag	CHH	OT	1	29	3	17	0	0
