"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads"
"plasmid_puc19c",1950,1951,100,1,0
"plasmid_puc19c",1959,1960,100,2,0
"plasmid_puc19c",1960,1961,100,1,0
"plasmid_puc19c",1963,1964,100,2,0
"plasmid_puc19c",1964,1965,100,1,0
"plasmid_puc19c",1966,1967,50,1,1
"plasmid_puc19c",1967,1968,100,1,0
"plasmid_puc19c",1991,1992,100,1,0
"plasmid_puc19c",1992,1993,100,1,0
"plasmid_puc19c",2001,2002,100,2,0
"plasmid_puc19c",2002,2003,100,1,0
"plasmid_puc19c",2010,2011,100,2,0
"plasmid_puc19c",2011,2012,100,1,0
"plasmid_puc19c",2044,2045,100,2,0
"plasmid_puc19c",2045,2046,100,1,0
"plasmid_puc19c",2057,2058,100,1,0
"plasmid_puc19c",2058,2059,100,1,0
"plasmid_puc19c",2065,2066,100,1,0
"plasmid_puc19c",2066,2067,100,1,0
"plasmid_puc19c",2069,2070,100,1,0
"plasmid_puc19c",2070,2071,100,1,0
"plasmid_puc19c",2150,2151,100,1,0
"plasmid_puc19c",2211,2212,100,1,0
"plasmid_puc19c",2214,2215,100,1,0
"plasmid_puc19c",2218,2219,100,1,0
"plasmid_puc19c",2233,2234,100,1,0
"plasmid_puc19c",2236,2237,100,1,0
"plasmid_puc19c",2244,2245,100,1,0
"plasmid_puc19c",2255,2256,100,1,0
"plasmid_puc19c",2257,2258,100,2,0
"plasmid_puc19c",2298,2299,100,3,0
"plasmid_puc19c",2305,2306,100,3,0
"plasmid_puc19c",2310,2311,100,3,0
"plasmid_puc19c",2332,2333,100,3,0
"plasmid_puc19c",2350,2351,100,3,0
"plasmid_puc19c",2364,2365,100,2,0
"plasmid_puc19c",2405,2406,100,1,0
"plasmid_puc19c",2441,2442,100,1,0
"plasmid_puc19c",2461,2462,100,1,0
"plasmid_puc19c",2466,2467,100,1,0
"plasmid_puc19c",2540,2541,100,1,0
"plasmid_puc19c",2618,2619,100,1,0
"plasmid_puc19c",2664,2665,100,1,0
"plasmid_puc19c",2671,2672,100,1,0
"plasmid_puc19c",2682,2683,100,1,0
