"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads"
"phage_lambda",785,786,0,0,1
"phage_lambda",791,792,0,0,2
"phage_lambda",793,794,0,0,1
"phage_lambda",795,796,0,0,2
"phage_lambda",798,799,0,0,2
"phage_lambda",812,813,0,0,1
"phage_lambda",830,831,0,0,2
"phage_lambda",840,841,0,0,2
"phage_lambda",848,849,0,0,2
"phage_lambda",859,860,0,0,1
"phage_lambda",869,870,0,0,2
"phage_lambda",878,879,0,0,2
"phage_lambda",904,905,0,0,1
"phage_lambda",916,917,0,0,1
"phage_lambda",939,940,0,0,1
"phage_lambda",943,944,0,0,1
"phage_lambda",965,966,0,0,1
"phage_lambda",1701,1702,0,0,1
"phage_lambda",1716,1717,0,0,1
"phage_lambda",1723,1724,0,0,1
"phage_lambda",1737,1738,0,0,1
"phage_lambda",1760,1761,0,0,1
"phage_lambda",1794,1795,0,0,1
"phage_lambda",1829,1830,0,0,1
"phage_lambda",1835,1836,0,0,1
"phage_lambda",2936,2937,0,0,1
"phage_lambda",2942,2943,0,0,1
"phage_lambda",2974,2975,0,0,1
"phage_lambda",2976,2977,0,0,1
"phage_lambda",2979,2980,0,0,1
"phage_lambda",2981,2982,0,0,1
"phage_lambda",2996,2997,0,0,1
"phage_lambda",3008,3009,0,0,1
"phage_lambda",3013,3014,0,0,1
"phage_lambda",3015,3016,0,0,1
"phage_lambda",3021,3022,0,0,1
"phage_lambda",3023,3024,0,0,1
"phage_lambda",3037,3038,0,0,1
"phage_lambda",3043,3044,0,0,1
"phage_lambda",3057,3058,0,0,1
"phage_lambda",3059,3060,0,0,1
"phage_lambda",3060,3061,0,0,1
"phage_lambda",3062,3063,0,0,1
"phage_lambda",3066,3067,0,0,1
"phage_lambda",3068,3069,0,0,1
"phage_lambda",3082,3083,0,0,1
"phage_lambda",3092,3093,0,0,1
"phage_lambda",3095,3096,0,0,1
"phage_lambda",3098,3099,0,0,1
"phage_lambda",3100,3101,0,0,1
"phage_lambda",3113,3114,0,0,1
"phage_lambda",3115,3116,0,0,1
"phage_lambda",3123,3124,0,0,1
"phage_lambda",3125,3126,0,0,1
"phage_lambda",3133,3134,0,0,1
"phage_lambda",3146,3147,0,0,1
"phage_lambda",3158,3159,0,0,1
"phage_lambda",3385,3386,0,0,1
"phage_lambda",3391,3392,0,0,1
"phage_lambda",3395,3396,0,0,1
"phage_lambda",3400,3401,0,0,1
"phage_lambda",3409,3410,0,0,1
"phage_lambda",3416,3417,0,0,1
"phage_lambda",3427,3428,0,0,1
"phage_lambda",3430,3431,0,0,1
"phage_lambda",3435,3436,0,0,1
"phage_lambda",3440,3441,0,0,1
"phage_lambda",3454,3455,0,0,1
"phage_lambda",3463,3464,0,0,1
"phage_lambda",3471,3472,0,0,1
"phage_lambda",3475,3476,0,0,1
"phage_lambda",3485,3486,0,0,1
"phage_lambda",3517,3518,0,0,1
"phage_lambda",3574,3575,0,0,1
"phage_lambda",3592,3593,0,0,1
"phage_lambda",3605,3606,0,0,1
"phage_lambda",3626,3627,0,0,1
"phage_lambda",3629,3630,0,0,1
"phage_lambda",3638,3639,0,0,1
"phage_lambda",3641,3642,0,0,1
"phage_lambda",3644,3645,0,0,1
"phage_lambda",3692,3693,0,0,1
"phage_lambda",3701,3702,0,0,1
"phage_lambda",3705,3706,0,0,1
"phage_lambda",3889,3890,0,0,1
"phage_lambda",3900,3901,0,0,1
"phage_lambda",3906,3907,0,0,1
"phage_lambda",3909,3910,0,0,1
"phage_lambda",3922,3923,0,0,1
"phage_lambda",3925,3926,0,0,1
"phage_lambda",3930,3931,0,0,1
"phage_lambda",3948,3949,0,0,1
"phage_lambda",3956,3957,0,0,1
"phage_lambda",3969,3970,0,0,1
"phage_lambda",4704,4705,0,0,1
"phage_lambda",4710,4711,0,0,1
"phage_lambda",4713,4714,0,0,1
"phage_lambda",4723,4724,0,0,1
"phage_lambda",4733,4734,0,0,1
"phage_lambda",4742,4743,0,0,1
"phage_lambda",4758,4759,0,0,1
"phage_lambda",4764,4765,0,0,1
"phage_lambda",4768,4769,0,0,1
"phage_lambda",4772,4773,0,0,1
"phage_lambda",4790,4791,0,0,1
"phage_lambda",4797,4798,0,0,1
"phage_lambda",4817,4818,0,0,1
"phage_lambda",4820,4821,0,0,1
"phage_lambda",4831,4832,0,0,1
"phage_lambda",4844,4845,0,0,1
"phage_lambda",4879,4880,0,0,1
"phage_lambda",4908,4909,0,0,1
"phage_lambda",4910,4911,0,0,1
"phage_lambda",4911,4912,0,0,1
"phage_lambda",4913,4914,0,0,1
"phage_lambda",4916,4917,0,0,1
"phage_lambda",4918,4919,0,0,1
"phage_lambda",4921,4922,0,0,1
"phage_lambda",4923,4924,0,0,1
"phage_lambda",4932,4933,0,0,1
"phage_lambda",4934,4935,0,0,1
"phage_lambda",4937,4938,0,0,1
"phage_lambda",4944,4945,0,0,1
"phage_lambda",4947,4948,0,0,1
"phage_lambda",4953,4954,0,0,1
"phage_lambda",4962,4963,0,0,1
"phage_lambda",4971,4972,0,0,1
"phage_lambda",4975,4976,0,0,1
"phage_lambda",4985,4986,0,0,1
"phage_lambda",5003,5004,0,0,1
"phage_lambda",5012,5013,0,0,1
"phage_lambda",5017,5018,0,0,1
"phage_lambda",5022,5023,0,0,1
"phage_lambda",5031,5032,0,0,1
"phage_lambda",5049,5050,0,0,1
"phage_lambda",5142,5143,0,0,1
"phage_lambda",5146,5147,0,0,1
"phage_lambda",5148,5149,0,0,1
"phage_lambda",5158,5159,0,0,1
"phage_lambda",5160,5161,0,0,1
"phage_lambda",5170,5171,0,0,1
"phage_lambda",5177,5178,0,0,1
"phage_lambda",5180,5181,0,0,1
"phage_lambda",5182,5183,0,0,1
"phage_lambda",5184,5185,0,0,1
"phage_lambda",5186,5187,0,0,1
"phage_lambda",5191,5192,0,0,1
"phage_lambda",5193,5194,0,0,1
"phage_lambda",5200,5201,0,0,1
"phage_lambda",5202,5203,0,0,1
"phage_lambda",5207,5208,0,0,1
"phage_lambda",5213,5214,0,0,1
"phage_lambda",5215,5216,0,0,1
"phage_lambda",5216,5217,0,0,1
"phage_lambda",5218,5219,0,0,1
"phage_lambda",5223,5224,0,0,1
"phage_lambda",5225,5226,0,0,1
"phage_lambda",5228,5229,100,1,0
"phage_lambda",5232,5233,0,0,1
"phage_lambda",5249,5250,0,0,2
"phage_lambda",5253,5254,0,0,2
"phage_lambda",5257,5258,0,0,2
"phage_lambda",5273,5274,0,0,2
"phage_lambda",5307,5308,0,0,2
"phage_lambda",5332,5333,0,0,1
"phage_lambda",6430,6431,0,0,1
"phage_lambda",6436,6437,0,0,1
"phage_lambda",6440,6441,0,0,1
"phage_lambda",6446,6447,0,0,1
"phage_lambda",7340,7341,0,0,1
"phage_lambda",7343,7344,100,1,0
"phage_lambda",7348,7349,100,1,0
"phage_lambda",7362,7363,0,0,1
"phage_lambda",7365,7366,100,1,0
"phage_lambda",7378,7379,100,1,0
"phage_lambda",7382,7383,100,1,0
"phage_lambda",7406,7407,0,0,1
"phage_lambda",7411,7412,0,0,1
"phage_lambda",7414,7415,0,0,1
"phage_lambda",7421,7422,0,0,1
"phage_lambda",7429,7430,0,0,1
"phage_lambda",7439,7440,0,0,1
"phage_lambda",7444,7445,0,0,1
"phage_lambda",7462,7463,0,0,1
"phage_lambda",7471,7472,0,0,1
"phage_lambda",7478,7479,0,0,1
"phage_lambda",7508,7509,0,0,2
"phage_lambda",7522,7523,0,0,2
"phage_lambda",7525,7526,0,0,2
"phage_lambda",7547,7548,0,0,2
"phage_lambda",7550,7551,0,0,2
"phage_lambda",7559,7560,0,0,2
"phage_lambda",7562,7563,0,0,2
"phage_lambda",7571,7572,50,1,1
"phage_lambda",7582,7583,0,0,1
"phage_lambda",7587,7588,0,0,1
"phage_lambda",7609,7610,0,0,1
"phage_lambda",7615,7616,0,0,1
"phage_lambda",7629,7630,0,0,1
"phage_lambda",9216,9217,0,0,1
"phage_lambda",9224,9225,0,0,1
"phage_lambda",9230,9231,0,0,1
"phage_lambda",9233,9234,0,0,1
"phage_lambda",9239,9240,0,0,1
"phage_lambda",9242,9243,0,0,1
"phage_lambda",9268,9269,0,0,1
"phage_lambda",9283,9284,0,0,1
"phage_lambda",9290,9291,0,0,1
"phage_lambda",9313,9314,0,0,1
"phage_lambda",9319,9320,0,0,1
"phage_lambda",9325,9326,0,0,1
"phage_lambda",9328,9329,0,0,1
"phage_lambda",9367,9368,0,0,1
"phage_lambda",9398,9399,0,0,1
"phage_lambda",9408,9409,0,0,1
"phage_lambda",9418,9419,100,1,0
"phage_lambda",9429,9430,100,1,0
"phage_lambda",9438,9439,0,0,1
"phage_lambda",9447,9448,0,0,1
"phage_lambda",9456,9457,0,0,1
"phage_lambda",9460,9461,0,0,1
"phage_lambda",9482,9483,0,0,1
"phage_lambda",9494,9495,0,0,1
"phage_lambda",9498,9499,0,0,1
"phage_lambda",9509,9510,0,0,1
"phage_lambda",9617,9618,0,0,1
"phage_lambda",9635,9636,0,0,1
"phage_lambda",9645,9646,0,0,1
"phage_lambda",9662,9663,0,0,1
"phage_lambda",9665,9666,0,0,1
"phage_lambda",9671,9672,0,0,1
"phage_lambda",9690,9691,0,0,1
"phage_lambda",9699,9700,0,0,1
"phage_lambda",9707,9708,0,0,1
"phage_lambda",9718,9719,0,0,1
"phage_lambda",9744,9745,0,0,1
"phage_lambda",9764,9765,0,0,1
"phage_lambda",9769,9770,0,0,1
"phage_lambda",9773,9774,0,0,1
"phage_lambda",9778,9779,0,0,1
"phage_lambda",9781,9782,0,0,1
"phage_lambda",9802,9803,0,0,1
"phage_lambda",9811,9812,0,0,1
"phage_lambda",9814,9815,0,0,1
"phage_lambda",9818,9819,0,0,1
"phage_lambda",9823,9824,0,0,1
"phage_lambda",9827,9828,0,0,1
"phage_lambda",9833,9834,0,0,1
"phage_lambda",9837,9838,0,0,1
"phage_lambda",9844,9845,0,0,1
"phage_lambda",9854,9855,0,0,1
"phage_lambda",9870,9871,100,1,0
"phage_lambda",9876,9877,0,0,1
"phage_lambda",9886,9887,100,1,0
"phage_lambda",9901,9902,0,0,1
"phage_lambda",10425,10426,0,0,1
"phage_lambda",10435,10436,0,0,1
"phage_lambda",10457,10458,0,0,1
"phage_lambda",10465,10466,0,0,1
"phage_lambda",10468,10469,0,0,1
"phage_lambda",10477,10478,0,0,1
"phage_lambda",10486,10487,0,0,1
"phage_lambda",10501,10502,0,0,1
"phage_lambda",10503,10504,0,0,1
"phage_lambda",10508,10509,0,0,1
"phage_lambda",10510,10511,0,0,1
"phage_lambda",10514,10515,0,0,1
"phage_lambda",10516,10517,0,0,1
"phage_lambda",10526,10527,0,0,1
"phage_lambda",10528,10529,0,0,1
"phage_lambda",10536,10537,0,0,1
"phage_lambda",10539,10540,0,0,1
"phage_lambda",10545,10546,0,0,1
"phage_lambda",10547,10548,0,0,1
"phage_lambda",10550,10551,0,0,1
"phage_lambda",10553,10554,0,0,1
"phage_lambda",10562,10563,0,0,1
"phage_lambda",10564,10565,0,0,1
"phage_lambda",10580,10581,0,0,1
"phage_lambda",10582,10583,0,0,1
"phage_lambda",10589,10590,0,0,1
"phage_lambda",10593,10594,0,0,1
"phage_lambda",10606,10607,0,0,1
"phage_lambda",10614,10615,0,0,1
"phage_lambda",10620,10621,0,0,1
"phage_lambda",10634,10635,0,0,1
"phage_lambda",10640,10641,0,0,1
"phage_lambda",11312,11313,0,0,1
"phage_lambda",11318,11319,0,0,1
"phage_lambda",11325,11326,0,0,1
"phage_lambda",11337,11338,0,0,1
"phage_lambda",11348,11349,0,0,1
"phage_lambda",11364,11365,100,1,0
"phage_lambda",11387,11388,0,0,1
"phage_lambda",11392,11393,0,0,1
"phage_lambda",11395,11396,0,0,1
"phage_lambda",11399,11400,0,0,1
"phage_lambda",11420,11421,0,0,1
"phage_lambda",11428,11429,0,0,1
"phage_lambda",11433,11434,0,0,1
"phage_lambda",11437,11438,0,0,1
"phage_lambda",11442,11443,100,1,0
"phage_lambda",11449,11450,0,0,1
"phage_lambda",11474,11475,0,0,1
"phage_lambda",11477,11478,0,0,1
"phage_lambda",11479,11480,0,0,1
"phage_lambda",11493,11494,0,0,1
"phage_lambda",11495,11496,0,0,1
"phage_lambda",11499,11500,0,0,1
"phage_lambda",11504,11505,0,0,1
"phage_lambda",11506,11507,0,0,1
"phage_lambda",11513,11514,0,0,1
"phage_lambda",11515,11516,0,0,1
"phage_lambda",11523,11524,0,0,1
"phage_lambda",11525,11526,0,0,1
"phage_lambda",11529,11530,0,0,1
"phage_lambda",11531,11532,0,0,1
"phage_lambda",11544,11545,0,0,1
"phage_lambda",11546,11547,0,0,1
"phage_lambda",11554,11555,0,0,1
"phage_lambda",11556,11557,0,0,1
"phage_lambda",11561,11562,0,0,1
"phage_lambda",11563,11564,0,0,1
"phage_lambda",11663,11664,0,0,1
"phage_lambda",11668,11669,0,0,1
"phage_lambda",11671,11672,0,0,1
"phage_lambda",11678,11679,0,0,1
"phage_lambda",11680,11681,0,0,1
"phage_lambda",11693,11694,0,0,1
"phage_lambda",11695,11696,0,0,1
"phage_lambda",11696,11697,0,0,1
"phage_lambda",11698,11699,0,0,1
"phage_lambda",11699,11700,0,0,1
"phage_lambda",11701,11702,0,0,1
"phage_lambda",11709,11710,0,0,1
"phage_lambda",11722,11723,0,0,1
"phage_lambda",11723,11724,0,0,1
"phage_lambda",11725,11726,0,0,1
"phage_lambda",11733,11734,0,0,1
"phage_lambda",11744,11745,0,0,1
"phage_lambda",11746,11747,0,0,1
"phage_lambda",11761,11762,0,0,1
"phage_lambda",11762,11763,0,0,1
"phage_lambda",11764,11765,0,0,1
"phage_lambda",11765,11766,0,0,1
"phage_lambda",11767,11768,0,0,1
"phage_lambda",11771,11772,0,0,1
"phage_lambda",11774,11775,0,0,1
"phage_lambda",11776,11777,0,0,1
"phage_lambda",11787,11788,0,0,1
"phage_lambda",11791,11792,0,0,1
"phage_lambda",11795,11796,0,0,1
"phage_lambda",11797,11798,0,0,1
"phage_lambda",11804,11805,0,0,1
"phage_lambda",11806,11807,0,0,1
"phage_lambda",11816,11817,100,1,0
"phage_lambda",11818,11819,0,0,1
"phage_lambda",11826,11827,0,0,1
"phage_lambda",11834,11835,0,0,1
"phage_lambda",11836,11837,0,0,1
"phage_lambda",11839,11840,0,0,1
"phage_lambda",12161,12162,0,0,1
"phage_lambda",12164,12165,0,0,1
"phage_lambda",12168,12169,0,0,1
"phage_lambda",12194,12195,0,0,1
"phage_lambda",12203,12204,0,0,1
"phage_lambda",12212,12213,0,0,1
"phage_lambda",12218,12219,0,0,1
"phage_lambda",12221,12222,0,0,1
"phage_lambda",12239,12240,0,0,1
"phage_lambda",12410,12411,0,0,1
"phage_lambda",12424,12425,0,0,1
"phage_lambda",12432,12433,0,0,1
"phage_lambda",12437,12438,0,0,1
"phage_lambda",12444,12445,0,0,1
"phage_lambda",12448,12449,0,0,1
"phage_lambda",12478,12479,0,0,1
"phage_lambda",12488,12489,0,0,1
"phage_lambda",12501,12502,0,0,1
"phage_lambda",12509,12510,0,0,1
"phage_lambda",12530,12531,0,0,1
"phage_lambda",12565,12566,0,0,1
"phage_lambda",12568,12569,100,1,0
"phage_lambda",12570,12571,0,0,1
"phage_lambda",12574,12575,100,1,0
"phage_lambda",12576,12577,0,0,1
"phage_lambda",12583,12584,100,1,0
"phage_lambda",12588,12589,100,1,0
"phage_lambda",12593,12594,100,1,0
"phage_lambda",12595,12596,0,0,1
"phage_lambda",12606,12607,0,0,1
"phage_lambda",12608,12609,0,0,1
"phage_lambda",12614,12615,0,0,1
"phage_lambda",12616,12617,0,0,1
"phage_lambda",12623,12624,0,0,1
"phage_lambda",12625,12626,0,0,1
"phage_lambda",12645,12646,0,0,1
"phage_lambda",12654,12655,0,0,1
"phage_lambda",12655,12656,0,0,1
"phage_lambda",12657,12658,0,0,1
"phage_lambda",12669,12670,0,0,1
"phage_lambda",12672,12673,0,0,1
"phage_lambda",12674,12675,0,0,1
"phage_lambda",12684,12685,0,0,1
"phage_lambda",12690,12691,0,0,1
"phage_lambda",12696,12697,0,0,1
"phage_lambda",12698,12699,0,0,1
"phage_lambda",12702,12703,0,0,1
"phage_lambda",12707,12708,0,0,1
"phage_lambda",12715,12716,0,0,1
"phage_lambda",12722,12723,0,0,1
"phage_lambda",12725,12726,0,0,1
"phage_lambda",12747,12748,0,0,1
"phage_lambda",12758,12759,0,0,1
"phage_lambda",12765,12766,0,0,1
"phage_lambda",12768,12769,0,0,1
"phage_lambda",12782,12783,0,0,1
"phage_lambda",13664,13665,0,0,1
"phage_lambda",13668,13669,0,0,1
"phage_lambda",13679,13680,0,0,1
"phage_lambda",13684,13685,0,0,1
"phage_lambda",13696,13697,0,0,1
"phage_lambda",13704,13705,0,0,1
"phage_lambda",13715,13716,0,0,1
"phage_lambda",13721,13722,0,0,1
"phage_lambda",13726,13727,0,0,1
"phage_lambda",13729,13730,0,0,1
"phage_lambda",13734,13735,0,0,1
"phage_lambda",13742,13743,0,0,1
"phage_lambda",14069,14070,0,0,1
"phage_lambda",14121,14122,0,0,1
"phage_lambda",14138,14139,0,0,1
"phage_lambda",14142,14143,0,0,1
"phage_lambda",14148,14149,0,0,1
"phage_lambda",14156,14157,0,0,1
"phage_lambda",14167,14168,0,0,1
"phage_lambda",14181,14182,0,0,1
"phage_lambda",14250,14251,0,0,1
"phage_lambda",14258,14259,0,0,1
"phage_lambda",14271,14272,0,0,1
"phage_lambda",14281,14282,0,0,1
"phage_lambda",14289,14290,0,0,1
"phage_lambda",14293,14294,0,0,1
"phage_lambda",14296,14297,0,0,1
"phage_lambda",14300,14301,0,0,1
"phage_lambda",14308,14309,0,0,1
"phage_lambda",14326,14327,0,0,1
"phage_lambda",14334,14335,0,0,1
"phage_lambda",14342,14343,0,0,1
"phage_lambda",14350,14351,0,0,1
"phage_lambda",14355,14356,0,0,1
"phage_lambda",14359,14360,0,0,1
"phage_lambda",14369,14370,0,0,1
"phage_lambda",14373,14374,100,1,0
"phage_lambda",14380,14381,0,0,1
"phage_lambda",14382,14383,0,0,1
"phage_lambda",14383,14384,0,0,1
"phage_lambda",14385,14386,0,0,1
"phage_lambda",14389,14390,100,1,0
"phage_lambda",14391,14392,0,0,1
"phage_lambda",14412,14413,0,0,1
"phage_lambda",14417,14418,0,0,1
"phage_lambda",14421,14422,0,0,1
"phage_lambda",14444,14445,0,0,1
"phage_lambda",14527,14528,0,0,1
"phage_lambda",14542,14543,0,0,1
"phage_lambda",14562,14563,0,0,1
"phage_lambda",14564,14565,0,0,1
"phage_lambda",14576,14577,0,0,1
"phage_lambda",14578,14579,0,0,1
"phage_lambda",14580,14581,0,0,1
"phage_lambda",14590,14591,0,0,1
"phage_lambda",14592,14593,0,0,1
"phage_lambda",14599,14600,0,0,1
"phage_lambda",14601,14602,0,0,1
"phage_lambda",14611,14612,0,0,1
"phage_lambda",14614,14615,0,0,1
"phage_lambda",14616,14617,0,0,1
"phage_lambda",14620,14621,0,0,1
"phage_lambda",14622,14623,0,0,1
"phage_lambda",14626,14627,0,0,1
"phage_lambda",14633,14634,0,0,1
"phage_lambda",14635,14636,50,1,1
"phage_lambda",14638,14639,50,1,1
"phage_lambda",14641,14642,0,0,1
"phage_lambda",14643,14644,0,0,2
"phage_lambda",14644,14645,0,0,1
"phage_lambda",14647,14648,0,0,2
"phage_lambda",14656,14657,0,0,1
"phage_lambda",14658,14659,0,0,2
"phage_lambda",14659,14660,0,0,1
"phage_lambda",14661,14662,0,0,2
"phage_lambda",14664,14665,0,0,1
"phage_lambda",14666,14667,0,0,2
"phage_lambda",14678,14679,0,0,1
"phage_lambda",14680,14681,0,0,2
"phage_lambda",14683,14684,0,0,1
"phage_lambda",14693,14694,0,0,1
"phage_lambda",14705,14706,0,0,2
"phage_lambda",14708,14709,0,0,2
"phage_lambda",14714,14715,0,0,2
"phage_lambda",14721,14722,0,0,2
"phage_lambda",14724,14725,0,0,2
"phage_lambda",14737,14738,0,0,1
"phage_lambda",14745,14746,0,0,1
"phage_lambda",14805,14806,0,0,1
"phage_lambda",14822,14823,0,0,1
"phage_lambda",14855,14856,0,0,1
"phage_lambda",14880,14881,0,0,1
"phage_lambda",14884,14885,0,0,1
"phage_lambda",14886,14887,0,0,1
"phage_lambda",14894,14895,0,0,1
"phage_lambda",14897,14898,0,0,1
"phage_lambda",14901,14902,0,0,1
"phage_lambda",14903,14904,0,0,1
"phage_lambda",14910,14911,0,0,1
"phage_lambda",14912,14913,0,0,1
"phage_lambda",14916,14917,0,0,1
"phage_lambda",14919,14920,0,0,1
"phage_lambda",14928,14929,0,0,1
"phage_lambda",14930,14931,0,0,1
"phage_lambda",14934,14935,0,0,1
"phage_lambda",14936,14937,0,0,1
"phage_lambda",14944,14945,0,0,1
"phage_lambda",14945,14946,0,0,1
"phage_lambda",14947,14948,0,0,1
"phage_lambda",14954,14955,0,0,1
"phage_lambda",14960,14961,0,0,1
"phage_lambda",14968,14969,0,0,1
"phage_lambda",14972,14973,0,0,1
"phage_lambda",14980,14981,0,0,1
"phage_lambda",14989,14990,0,0,1
"phage_lambda",14997,14998,0,0,1
"phage_lambda",15002,15003,0,0,1
"phage_lambda",15326,15327,0,0,1
"phage_lambda",15338,15339,0,0,1
"phage_lambda",15342,15343,0,0,1
"phage_lambda",15347,15348,0,0,1
"phage_lambda",15352,15353,0,0,1
"phage_lambda",15386,15387,0,0,2
"phage_lambda",15394,15395,0,0,2
"phage_lambda",15399,15400,0,0,2
"phage_lambda",15402,15403,0,0,2
"phage_lambda",15415,15416,0,0,2
"phage_lambda",15422,15423,0,0,2
"phage_lambda",15442,15443,0,0,1
"phage_lambda",15469,15470,0,0,1
"phage_lambda",15471,15472,0,0,1
"phage_lambda",15474,15475,100,1,0
"phage_lambda",15478,15479,100,1,0
"phage_lambda",15518,15519,0,0,1
"phage_lambda",15520,15521,0,0,1
"phage_lambda",15534,15535,0,0,1
"phage_lambda",15555,15556,0,0,1
"phage_lambda",15567,15568,0,0,1
"phage_lambda",15573,15574,0,0,1
"phage_lambda",15593,15594,0,0,1
"phage_lambda",15603,15604,0,0,1
"phage_lambda",15615,15616,0,0,1
"phage_lambda",15639,15640,0,0,1
"phage_lambda",15642,15643,0,0,1
"phage_lambda",15647,15648,0,0,1
"phage_lambda",15654,15655,0,0,1
"phage_lambda",15660,15661,0,0,1
"phage_lambda",15726,15727,0,0,1
"phage_lambda",15732,15733,0,0,1
"phage_lambda",15735,15736,0,0,1
"phage_lambda",15754,15755,0,0,1
"phage_lambda",15760,15761,0,0,1
"phage_lambda",15771,15772,0,0,1
"phage_lambda",15798,15799,0,0,1
"phage_lambda",15806,15807,0,0,1
"phage_lambda",15820,15821,0,0,1
"phage_lambda",15833,15834,0,0,1
"phage_lambda",16131,16132,0,0,1
"phage_lambda",16140,16141,0,0,2
"phage_lambda",16152,16153,0,0,2
"phage_lambda",16164,16165,0,0,2
"phage_lambda",16179,16180,0,0,2
"phage_lambda",16187,16188,0,0,2
"phage_lambda",16191,16192,0,0,2
"phage_lambda",16194,16195,0,0,2
"phage_lambda",16202,16203,0,0,2
"phage_lambda",16215,16216,0,0,2
"phage_lambda",16230,16231,0,0,2
"phage_lambda",16233,16234,0,0,2
"phage_lambda",16239,16240,0,0,1
"phage_lambda",16254,16255,0,0,1
"phage_lambda",16257,16258,0,0,1
"phage_lambda",16271,16272,0,0,1
"phage_lambda",16322,16323,0,0,1
"phage_lambda",16329,16330,0,0,1
"phage_lambda",16341,16342,0,0,1
"phage_lambda",16350,16351,0,0,1
"phage_lambda",16404,16405,0,0,1
"phage_lambda",16419,16420,0,0,1
"phage_lambda",16431,16432,0,0,1
"phage_lambda",16435,16436,0,0,1
"phage_lambda",16464,16465,0,0,1
"phage_lambda",16520,16521,0,0,1
"phage_lambda",16529,16530,0,0,1
"phage_lambda",16544,16545,0,0,1
"phage_lambda",16551,16552,0,0,1
"phage_lambda",16566,16567,0,0,1
"phage_lambda",16572,16573,0,0,1
"phage_lambda",16584,16585,0,0,1
"phage_lambda",16589,16590,0,0,1
"phage_lambda",16593,16594,0,0,1
"phage_lambda",16619,16620,0,0,1
"phage_lambda",16622,16623,0,0,1
"phage_lambda",16638,16639,0,0,1
"phage_lambda",16653,16654,0,0,1
"phage_lambda",16658,16659,0,0,1
"phage_lambda",16664,16665,0,0,1
"phage_lambda",16670,16671,0,0,1
"phage_lambda",16677,16678,0,0,1
"phage_lambda",16685,16686,0,0,1
"phage_lambda",16696,16697,0,0,1
"phage_lambda",16709,16710,0,0,1
"phage_lambda",16719,16720,0,0,1
"phage_lambda",16730,16731,0,0,1
