"","chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","context","total_reads"
"144","plasmid_puc19c",1991,1992,100,1,0,"CpG",1
"145","plasmid_puc19c",1992,1993,100,1,0,"CpG",1
"146","plasmid_puc19c",2001,2002,100,2,0,"CpG",2
"147","plasmid_puc19c",2002,2003,100,1,0,"CpG",1
"148","plasmid_puc19c",2010,2011,100,2,0,"CpG",2
"149","plasmid_puc19c",2011,2012,100,1,0,"CpG",1
"150","plasmid_puc19c",2044,2045,100,2,0,"CpG",2
"151","plasmid_puc19c",2045,2046,100,1,0,"CpG",1
"152","plasmid_puc19c",2057,2058,100,1,0,"CpG",1
"153","plasmid_puc19c",2058,2059,100,1,0,"CpG",1
"154","plasmid_puc19c",2065,2066,100,1,0,"CpG",1
"155","plasmid_puc19c",2066,2067,100,1,0,"CpG",1
"156","plasmid_puc19c",2069,2070,100,1,0,"CpG",1
"157","plasmid_puc19c",2070,2071,100,1,0,"CpG",1
"158","plasmid_puc19c",2150,2151,100,1,0,"CpG",1
"159","plasmid_puc19c",2211,2212,100,1,0,"CpG",1
"160","plasmid_puc19c",2214,2215,100,1,0,"CpG",1
"161","plasmid_puc19c",2218,2219,100,1,0,"CpG",1
"162","plasmid_puc19c",2233,2234,100,1,0,"CpG",1
"163","plasmid_puc19c",2236,2237,100,1,0,"CpG",1
"164","plasmid_puc19c",2244,2245,100,1,0,"CpG",1
"165","plasmid_puc19c",2255,2256,100,1,0,"CpG",1
"166","plasmid_puc19c",2257,2258,100,2,0,"CpG",2
"167","plasmid_puc19c",2298,2299,100,3,0,"CpG",3
"168","plasmid_puc19c",2305,2306,100,3,0,"CpG",3
"169","plasmid_puc19c",2310,2311,100,3,0,"CpG",3
"170","plasmid_puc19c",2332,2333,100,3,0,"CpG",3
"171","plasmid_puc19c",2350,2351,100,3,0,"CpG",3
"172","plasmid_puc19c",2364,2365,100,2,0,"CpG",2
"173","plasmid_puc19c",2405,2406,100,1,0,"CpG",1
"174","plasmid_puc19c",2441,2442,100,1,0,"CpG",1
"175","plasmid_puc19c",2461,2462,100,1,0,"CpG",1
"176","plasmid_puc19c",2466,2467,100,1,0,"CpG",1
"177","plasmid_puc19c",2540,2541,100,1,0,"CpG",1
"178","plasmid_puc19c",2618,2619,100,1,0,"CpG",1
"179","plasmid_puc19c",2664,2665,100,1,0,"CpG",1
"180","plasmid_puc19c",2671,2672,100,1,0,"CpG",1
"181","plasmid_puc19c",2682,2683,100,1,0,"CpG",1
"182","plasmid_puc19c",281,282,100,1,0,"CHG",1
"183","plasmid_puc19c",286,287,0,0,1,"CHG",1
"184","plasmid_puc19c",305,306,0,0,1,"CHG",1
"185","plasmid_puc19c",307,308,0,0,1,"CHG",1
"186","plasmid_puc19c",308,309,0,0,1,"CHG",1
"187","plasmid_puc19c",310,311,0,0,1,"CHG",1
"188","plasmid_puc19c",327,328,0,0,1,"CHG",1
"189","plasmid_puc19c",329,330,0,0,1,"CHG",1
"190","plasmid_puc19c",354,355,0,0,1,"CHG",1
"191","plasmid_puc19c",356,357,0,0,1,"CHG",1
"192","plasmid_puc19c",365,366,0,0,1,"CHG",1
"193","plasmid_puc19c",367,368,0,0,1,"CHG",1
"194","plasmid_puc19c",389,390,0,0,2,"CHG",2
"195","plasmid_puc19c",393,394,0,0,2,"CHG",2
"196","plasmid_puc19c",408,409,0,0,2,"CHG",2
"197","plasmid_puc19c",415,416,0,0,2,"CHG",2
"198","plasmid_puc19c",434,435,0,0,1,"CHG",1
"199","plasmid_puc19c",436,437,0,0,1,"CHG",1
"200","plasmid_puc19c",437,438,0,0,1,"CHG",1
"201","plasmid_puc19c",471,472,0,0,1,"CHG",1
"202","plasmid_puc19c",478,479,0,0,1,"CHG",1
"203","plasmid_puc19c",495,496,0,0,1,"CHG",1
"204","plasmid_puc19c",523,524,0,0,1,"CHG",1
"205","plasmid_puc19c",545,546,0,0,1,"CHG",1
"206","plasmid_puc19c",547,548,0,0,1,"CHG",1
"207","plasmid_puc19c",594,595,0,0,1,"CHG",1
"208","plasmid_puc19c",596,597,50,1,1,"CHG",2
"209","plasmid_puc19c",598,599,0,0,1,"CHG",1
"210","plasmid_puc19c",606,607,0,0,1,"CHG",1
"211","plasmid_puc19c",608,609,50,1,1,"CHG",2
"212","plasmid_puc19c",612,613,50,1,1,"CHG",2
"213","plasmid_puc19c",618,619,0,0,1,"CHG",1
"214","plasmid_puc19c",620,621,50,1,1,"CHG",2
"215","plasmid_puc19c",627,628,0,0,1,"CHG",1
"216","plasmid_puc19c",629,630,0,0,2,"CHG",2
"217","plasmid_puc19c",630,631,0,0,1,"CHG",1
"218","plasmid_puc19c",632,633,0,0,2,"CHG",2
"219","plasmid_puc19c",646,647,0,0,2,"CHG",2
"220","plasmid_puc19c",657,658,0,0,1,"CHG",1
"221","plasmid_puc19c",667,668,0,0,1,"CHG",1
"222","plasmid_puc19c",688,689,100,1,0,"CHG",1
"223","plasmid_puc19c",705,706,0,0,1,"CHG",1
"224","plasmid_puc19c",713,714,100,1,0,"CHG",1
"225","plasmid_puc19c",720,721,0,0,1,"CHG",1
"226","plasmid_puc19c",728,729,0,0,1,"CHG",1
"227","plasmid_puc19c",731,732,100,1,0,"CHG",1
"228","plasmid_puc19c",734,735,100,1,0,"CHG",1
"229","plasmid_puc19c",741,742,0,0,1,"CHG",1
"230","plasmid_puc19c",745,746,0,0,1,"CHG",1
"231","plasmid_puc19c",747,748,0,0,1,"CHG",1
"232","plasmid_puc19c",762,763,0,0,1,"CHG",1
"233","plasmid_puc19c",770,771,0,0,1,"CHG",1
"234","plasmid_puc19c",778,779,0,0,1,"CHG",1
"235","plasmid_puc19c",780,781,0,0,1,"CHG",1
"236","plasmid_puc19c",784,785,0,0,1,"CHG",1
"237","plasmid_puc19c",786,787,0,0,1,"CHG",1
"238","plasmid_puc19c",796,797,0,0,1,"CHG",1
"239","plasmid_puc19c",822,823,50,1,1,"CHG",2
"240","plasmid_puc19c",833,834,50,1,1,"CHG",2
"241","plasmid_puc19c",839,840,0,0,2,"CHG",2
"242","plasmid_puc19c",850,851,100,2,0,"CHG",2
"243","plasmid_puc19c",858,859,50,1,1,"CHG",2
"244","plasmid_puc19c",878,879,0,0,2,"CHG",2
"245","plasmid_puc19c",886,887,33,1,2,"CHG",3
"246","plasmid_puc19c",918,919,50,1,1,"CHG",2
"247","plasmid_puc19c",933,934,0,0,2,"CHG",2
"248","plasmid_puc19c",937,938,0,0,2,"CHG",2
"249","plasmid_puc19c",954,955,0,0,1,"CHG",1
"250","plasmid_puc19c",967,968,0,0,1,"CHG",1
"251","plasmid_puc19c",991,992,0,0,1,"CHG",1
"252","plasmid_puc19c",993,994,0,0,1,"CHG",1
"253","plasmid_puc19c",996,997,0,0,1,"CHG",1
"254","plasmid_puc19c",1002,1003,0,0,1,"CHG",1
"255","plasmid_puc19c",1004,1005,0,0,1,"CHG",1
"256","plasmid_puc19c",1005,1006,0,0,1,"CHG",1
"257","plasmid_puc19c",1012,1013,0,0,1,"CHG",1
"258","plasmid_puc19c",1015,1016,0,0,1,"CHG",1
"259","plasmid_puc19c",1022,1023,0,0,1,"CHG",1
"260","plasmid_puc19c",1041,1042,0,0,1,"CHG",1
"261","plasmid_puc19c",1162,1163,0,0,1,"CHG",1
"262","plasmid_puc19c",1188,1189,0,0,1,"CHG",1
"263","plasmid_puc19c",1211,1212,0,0,1,"CHG",1
"264","plasmid_puc19c",1215,1216,0,0,1,"CHG",1
"265","plasmid_puc19c",1218,1219,0,0,1,"CHG",1
"266","plasmid_puc19c",1224,1225,0,0,1,"CHG",1
"267","plasmid_puc19c",1231,1232,0,0,1,"CHG",1
"268","plasmid_puc19c",1240,1241,0,0,1,"CHG",1
"269","plasmid_puc19c",1258,1259,0,0,1,"CHG",1
"270","plasmid_puc19c",1266,1267,0,0,1,"CHG",1
"271","plasmid_puc19c",1294,1295,0,0,1,"CHG",1
"272","plasmid_puc19c",1309,1310,0,0,1,"CHG",1
"273","plasmid_puc19c",1311,1312,0,0,1,"CHG",1
"274","plasmid_puc19c",1322,1323,0,0,1,"CHG",1
"275","plasmid_puc19c",1329,1330,0,0,1,"CHG",1
"276","plasmid_puc19c",1332,1333,0,0,1,"CHG",1
"277","plasmid_puc19c",1339,1340,0,0,1,"CHG",1
"278","plasmid_puc19c",1375,1376,0,0,1,"CHG",1
"279","plasmid_puc19c",1479,1480,0,0,1,"CHG",1
"280","plasmid_puc19c",1485,1486,0,0,1,"CHG",1
"281","plasmid_puc19c",1493,1494,0,0,1,"CHG",1
"282","plasmid_puc19c",1618,1619,0,0,1,"CHG",1
"283","plasmid_puc19c",1620,1621,0,0,1,"CHG",1
"284","plasmid_puc19c",1622,1623,0,0,1,"CHG",1
"285","plasmid_puc19c",1624,1625,0,0,1,"CHG",1
"286","plasmid_puc19c",1640,1641,0,0,1,"CHG",1
"287","plasmid_puc19c",1642,1643,0,0,1,"CHG",1
"288","plasmid_puc19c",1657,1658,0,0,2,"CHG",2
"289","plasmid_puc19c",1659,1660,0,0,1,"CHG",1
"290","plasmid_puc19c",1664,1665,0,0,2,"CHG",2
"291","plasmid_puc19c",1666,1667,0,0,1,"CHG",1
"292","plasmid_puc19c",1691,1692,0,0,2,"CHG",2
"293","plasmid_puc19c",1693,1694,0,0,1,"CHG",1
"294","plasmid_puc19c",1699,1700,0,0,2,"CHG",2
"295","plasmid_puc19c",1724,1725,0,0,1,"CHG",1
"296","plasmid_puc19c",1738,1739,0,0,2,"CHG",2
"297","plasmid_puc19c",1740,1741,0,0,1,"CHG",1
"298","plasmid_puc19c",1745,1746,0,0,2,"CHG",2
"299","plasmid_puc19c",1750,1751,0,0,2,"CHG",2
"300","plasmid_puc19c",1761,1762,0,0,2,"CHG",2
"301","plasmid_puc19c",1779,1780,0,0,2,"CHG",2
"302","plasmid_puc19c",1786,1787,0,0,2,"CHG",2
"303","plasmid_puc19c",1795,1796,0,0,1,"CHG",1
"304","plasmid_puc19c",1806,1807,0,0,1,"CHG",1
"305","plasmid_puc19c",1810,1811,0,0,1,"CHG",1
"306","plasmid_puc19c",1813,1814,0,0,1,"CHG",1
"307","plasmid_puc19c",1822,1823,0,0,2,"CHG",2
"308","plasmid_puc19c",1829,1830,50,1,1,"CHG",2
"309","plasmid_puc19c",1840,1841,0,0,1,"CHG",1
"310","plasmid_puc19c",1852,1853,0,0,1,"CHG",1
"311","plasmid_puc19c",1863,1864,0,0,1,"CHG",1
"312","plasmid_puc19c",1880,1881,0,0,1,"CHG",1
"313","plasmid_puc19c",1906,1907,0,0,2,"CHG",2
"314","plasmid_puc19c",1942,1943,0,0,2,"CHG",2
"315","plasmid_puc19c",1944,1945,0,0,1,"CHG",1
"316","plasmid_puc19c",1985,1986,0,0,1,"CHG",1
"317","plasmid_puc19c",1987,1988,0,0,1,"CHG",1
"318","plasmid_puc19c",1990,1991,0,0,1,"CHG",1
"319","plasmid_puc19c",1993,1994,0,0,1,"CHG",1
"320","plasmid_puc19c",2046,2047,0,0,1,"CHG",1
"321","plasmid_puc19c",2059,2060,0,0,1,"CHG",1
"322","plasmid_puc19c",2064,2065,0,0,1,"CHG",1
"323","plasmid_puc19c",2077,2078,0,0,1,"CHG",1
"324","plasmid_puc19c",2116,2117,0,0,1,"CHG",1
"325","plasmid_puc19c",2121,2122,0,0,1,"CHG",1
"326","plasmid_puc19c",2137,2138,0,0,1,"CHG",1
"327","plasmid_puc19c",2149,2150,0,0,1,"CHG",1
"328","plasmid_puc19c",2164,2165,0,0,1,"CHG",1
"329","plasmid_puc19c",2170,2171,0,0,1,"CHG",1
"330","plasmid_puc19c",2195,2196,0,0,1,"CHG",1
"331","plasmid_puc19c",2217,2218,0,0,1,"CHG",1
"332","plasmid_puc19c",2232,2233,0,0,1,"CHG",1
"333","plasmid_puc19c",2254,2255,0,0,1,"CHG",1
"334","plasmid_puc19c",2267,2268,0,0,2,"CHG",2
"335","plasmid_puc19c",2331,2332,0,0,3,"CHG",3
"336","plasmid_puc19c",2334,2335,0,0,3,"CHG",3
"337","plasmid_puc19c",2345,2346,0,0,3,"CHG",3
"338","plasmid_puc19c",2375,2376,0,0,2,"CHG",2
"339","plasmid_puc19c",2383,2384,0,0,2,"CHG",2
"340","plasmid_puc19c",2402,2403,0,0,1,"CHG",1
"341","plasmid_puc19c",2410,2411,0,0,1,"CHG",1
"342","plasmid_puc19c",2425,2426,0,0,1,"CHG",1
"343","plasmid_puc19c",2440,2441,0,0,1,"CHG",1
"344","plasmid_puc19c",2520,2521,0,0,1,"CHG",1
"345","plasmid_puc19c",2522,2523,0,0,1,"CHG",1
"346","plasmid_puc19c",2614,2615,0,0,1,"CHG",1
"347","plasmid_puc19c",273,274,0,0,1,"CHH",1
"348","plasmid_puc19c",274,275,100,1,0,"CHH",1
"349","plasmid_puc19c",283,284,0,0,1,"CHH",1
"350","plasmid_puc19c",287,288,100,1,0,"CHH",1
"351","plasmid_puc19c",288,289,0,0,1,"CHH",1
"352","plasmid_puc19c",289,290,0,0,1,"CHH",1
"353","plasmid_puc19c",291,292,0,0,1,"CHH",1
"354","plasmid_puc19c",296,297,0,0,1,"CHH",1
"355","plasmid_puc19c",304,305,0,0,1,"CHH",1
"356","plasmid_puc19c",311,312,0,0,1,"CHH",1
"357","plasmid_puc19c",317,318,0,0,1,"CHH",1
"358","plasmid_puc19c",318,319,0,0,1,"CHH",1
"359","plasmid_puc19c",319,320,0,0,1,"CHH",1
"360","plasmid_puc19c",320,321,0,0,1,"CHH",1
"361","plasmid_puc19c",321,322,0,0,1,"CHH",1
"362","plasmid_puc19c",324,325,0,0,1,"CHH",1
"363","plasmid_puc19c",326,327,0,0,1,"CHH",1
"364","plasmid_puc19c",330,331,0,0,1,"CHH",1
"365","plasmid_puc19c",333,334,0,0,1,"CHH",1
"366","plasmid_puc19c",334,335,0,0,1,"CHH",1
"367","plasmid_puc19c",342,343,0,0,1,"CHH",1
"368","plasmid_puc19c",345,346,0,0,1,"CHH",1
"369","plasmid_puc19c",346,347,0,0,1,"CHH",1
"370","plasmid_puc19c",347,348,0,0,1,"CHH",1
"371","plasmid_puc19c",353,354,0,0,1,"CHH",1
"372","plasmid_puc19c",357,358,0,0,1,"CHH",1
"373","plasmid_puc19c",358,359,0,0,1,"CHH",1
"374","plasmid_puc19c",363,364,0,0,1,"CHH",1
"375","plasmid_puc19c",364,365,0,0,1,"CHH",1
"376","plasmid_puc19c",369,370,0,0,1,"CHH",1
"377","plasmid_puc19c",378,379,0,0,2,"CHH",2
"378","plasmid_puc19c",395,396,0,0,2,"CHH",2
"379","plasmid_puc19c",403,404,0,0,2,"CHH",2
"380","plasmid_puc19c",416,417,0,0,2,"CHH",2
"381","plasmid_puc19c",417,418,0,0,2,"CHH",2
"382","plasmid_puc19c",426,427,0,0,2,"CHH",2
"383","plasmid_puc19c",428,429,50,1,1,"CHH",2
"384","plasmid_puc19c",433,434,0,0,1,"CHH",1
"385","plasmid_puc19c",441,442,0,0,1,"CHH",1
"386","plasmid_puc19c",445,446,0,0,1,"CHH",1
"387","plasmid_puc19c",449,450,0,0,1,"CHH",1
"388","plasmid_puc19c",460,461,0,0,1,"CHH",1
"389","plasmid_puc19c",466,467,0,0,1,"CHH",1
"390","plasmid_puc19c",477,478,0,0,1,"CHH",1
"391","plasmid_puc19c",498,499,0,0,1,"CHH",1
"392","plasmid_puc19c",500,501,0,0,1,"CHH",1
"393","plasmid_puc19c",502,503,0,0,1,"CHH",1
"394","plasmid_puc19c",507,508,0,0,1,"CHH",1
"395","plasmid_puc19c",508,509,0,0,1,"CHH",1
"396","plasmid_puc19c",510,511,0,0,1,"CHH",1
"397","plasmid_puc19c",512,513,0,0,1,"CHH",1
"398","plasmid_puc19c",515,516,0,0,1,"CHH",1
"399","plasmid_puc19c",530,531,0,0,1,"CHH",1
"400","plasmid_puc19c",536,537,0,0,1,"CHH",1
"401","plasmid_puc19c",538,539,0,0,1,"CHH",1
"402","plasmid_puc19c",543,544,0,0,1,"CHH",1
"403","plasmid_puc19c",544,545,0,0,1,"CHH",1
"404","plasmid_puc19c",548,549,0,0,1,"CHH",1
"405","plasmid_puc19c",549,550,0,0,1,"CHH",1
"406","plasmid_puc19c",550,551,0,0,1,"CHH",1
"407","plasmid_puc19c",552,553,0,0,1,"CHH",1
"408","plasmid_puc19c",553,554,0,0,1,"CHH",1
"409","plasmid_puc19c",554,555,0,0,1,"CHH",1
"410","plasmid_puc19c",559,560,0,0,1,"CHH",1
"411","plasmid_puc19c",561,562,0,0,1,"CHH",1
"412","plasmid_puc19c",563,564,0,0,1,"CHH",1
"413","plasmid_puc19c",565,566,0,0,1,"CHH",1
"414","plasmid_puc19c",566,567,0,0,1,"CHH",1
"415","plasmid_puc19c",570,571,0,0,1,"CHH",1
"416","plasmid_puc19c",572,573,0,0,1,"CHH",1
"417","plasmid_puc19c",574,575,0,0,1,"CHH",1
"418","plasmid_puc19c",582,583,0,0,2,"CHH",2
"419","plasmid_puc19c",587,588,0,0,2,"CHH",2
"420","plasmid_puc19c",590,591,0,0,1,"CHH",1
"421","plasmid_puc19c",592,593,0,0,1,"CHH",1
"422","plasmid_puc19c",597,598,0,0,1,"CHH",1
"423","plasmid_puc19c",601,602,0,0,1,"CHH",1
"424","plasmid_puc19c",605,606,0,0,1,"CHH",1
"425","plasmid_puc19c",613,614,50,1,1,"CHH",2
"426","plasmid_puc19c",617,618,0,0,1,"CHH",1
"427","plasmid_puc19c",625,626,50,1,1,"CHH",2
"428","plasmid_puc19c",626,627,0,0,1,"CHH",1
"429","plasmid_puc19c",633,634,0,0,1,"CHH",1
"430","plasmid_puc19c",640,641,0,0,2,"CHH",2
"431","plasmid_puc19c",647,648,0,0,1,"CHH",1
"432","plasmid_puc19c",648,649,0,0,1,"CHH",1
"433","plasmid_puc19c",658,659,0,0,1,"CHH",1
"434","plasmid_puc19c",659,660,0,0,1,"CHH",1
"435","plasmid_puc19c",661,662,0,0,1,"CHH",1
"436","plasmid_puc19c",663,664,0,0,1,"CHH",1
"437","plasmid_puc19c",664,665,0,0,1,"CHH",1
"438","plasmid_puc19c",671,672,0,0,1,"CHH",1
"439","plasmid_puc19c",678,679,0,0,1,"CHH",1
"440","plasmid_puc19c",679,680,0,0,1,"CHH",1
"441","plasmid_puc19c",680,681,0,0,1,"CHH",1
"442","plasmid_puc19c",683,684,100,1,0,"CHH",1
"443","plasmid_puc19c",685,686,100,1,0,"CHH",1
"444","plasmid_puc19c",691,692,100,1,0,"CHH",1
"445","plasmid_puc19c",694,695,0,0,1,"CHH",1
"446","plasmid_puc19c",695,696,0,0,1,"CHH",1
"447","plasmid_puc19c",738,739,100,1,0,"CHH",1
"448","plasmid_puc19c",748,749,0,0,1,"CHH",1
"449","plasmid_puc19c",750,751,0,0,1,"CHH",1
"450","plasmid_puc19c",752,753,0,0,1,"CHH",1
"451","plasmid_puc19c",754,755,0,0,1,"CHH",1
