"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads"
"plasmid_puc19c",1004,1005,0,0,1
"plasmid_puc19c",1005,1006,0,0,1
"plasmid_puc19c",1012,1013,0,0,1
"plasmid_puc19c",1015,1016,0,0,1
"plasmid_puc19c",1022,1023,0,0,1
"plasmid_puc19c",1041,1042,0,0,1
"plasmid_puc19c",1162,1163,0,0,1
"plasmid_puc19c",1188,1189,0,0,1
"plasmid_puc19c",1211,1212,0,0,1
"plasmid_puc19c",1215,1216,0,0,1
"plasmid_puc19c",1218,1219,0,0,1
"plasmid_puc19c",1224,1225,0,0,1
"plasmid_puc19c",1231,1232,0,0,1
"plasmid_puc19c",1240,1241,0,0,1
"plasmid_puc19c",1258,1259,0,0,1
"plasmid_puc19c",1266,1267,0,0,1
"plasmid_puc19c",1294,1295,0,0,1
"plasmid_puc19c",1309,1310,0,0,1
"plasmid_puc19c",1311,1312,0,0,1
"plasmid_puc19c",1322,1323,0,0,1
"plasmid_puc19c",1329,1330,0,0,1
"plasmid_puc19c",1332,1333,0,0,1
"plasmid_puc19c",1339,1340,0,0,1
"plasmid_puc19c",1375,1376,0,0,1
"plasmid_puc19c",1479,1480,0,0,1
"plasmid_puc19c",1485,1486,0,0,1
"plasmid_puc19c",1493,1494,0,0,1
"plasmid_puc19c",1618,1619,0,0,1
"plasmid_puc19c",1620,1621,0,0,1
"plasmid_puc19c",1622,1623,0,0,1
"plasmid_puc19c",1624,1625,0,0,1
"plasmid_puc19c",1640,1641,0,0,1
"plasmid_puc19c",1642,1643,0,0,1
"plasmid_puc19c",1657,1658,0,0,2
"plasmid_puc19c",1659,1660,0,0,1
"plasmid_puc19c",1664,1665,0,0,2
"plasmid_puc19c",1666,1667,0,0,1
"plasmid_puc19c",1691,1692,0,0,2
"plasmid_puc19c",1693,1694,0,0,1
"plasmid_puc19c",1699,1700,0,0,2
"plasmid_puc19c",1724,1725,0,0,1
"plasmid_puc19c",1738,1739,0,0,2
"plasmid_puc19c",1740,1741,0,0,1
"plasmid_puc19c",1745,1746,0,0,2
"plasmid_puc19c",1750,1751,0,0,2
"plasmid_puc19c",1761,1762,0,0,2
"plasmid_puc19c",1779,1780,0,0,2
"plasmid_puc19c",1786,1787,0,0,2
"plasmid_puc19c",1795,1796,0,0,1
"plasmid_puc19c",1806,1807,0,0,1
"plasmid_puc19c",1810,1811,0,0,1
"plasmid_puc19c",1813,1814,0,0,1
"plasmid_puc19c",1822,1823,0,0,2
"plasmid_puc19c",1829,1830,50,1,1
"plasmid_puc19c",1840,1841,0,0,1
"plasmid_puc19c",1852,1853,0,0,1
"plasmid_puc19c",1863,1864,0,0,1
"plasmid_puc19c",1880,1881,0,0,1
"plasmid_puc19c",1906,1907,0,0,2
"plasmid_puc19c",1942,1943,0,0,2
"plasmid_puc19c",1944,1945,0,0,1
"plasmid_puc19c",1985,1986,0,0,1
"plasmid_puc19c",1987,1988,0,0,1
"plasmid_puc19c",1990,1991,0,0,1
"plasmid_puc19c",1993,1994,0,0,1
"plasmid_puc19c",2046,2047,0,0,1
"plasmid_puc19c",2059,2060,0,0,1
"plasmid_puc19c",2064,2065,0,0,1
"plasmid_puc19c",2077,2078,0,0,1
"plasmid_puc19c",2116,2117,0,0,1
"plasmid_puc19c",2121,2122,0,0,1
"plasmid_puc19c",2137,2138,0,0,1
"plasmid_puc19c",2149,2150,0,0,1
"plasmid_puc19c",2164,2165,0,0,1
"plasmid_puc19c",2170,2171,0,0,1
"plasmid_puc19c",2195,2196,0,0,1
"plasmid_puc19c",2217,2218,0,0,1
"plasmid_puc19c",2232,2233,0,0,1
"plasmid_puc19c",2254,2255,0,0,1
"plasmid_puc19c",2267,2268,0,0,2
"plasmid_puc19c",2331,2332,0,0,3
"plasmid_puc19c",2334,2335,0,0,3
"plasmid_puc19c",2345,2346,0,0,3
"plasmid_puc19c",2375,2376,0,0,2
"plasmid_puc19c",2383,2384,0,0,2
"plasmid_puc19c",2402,2403,0,0,1
"plasmid_puc19c",2410,2411,0,0,1
"plasmid_puc19c",2425,2426,0,0,1
"plasmid_puc19c",2440,2441,0,0,1
"plasmid_puc19c",2520,2521,0,0,1
"plasmid_puc19c",2522,2523,0,0,1
"plasmid_puc19c",2614,2615,0,0,1
