"","chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","context","total_reads"
"134","OR482510.1",13647,13648,0,0,1,"CHG",1
"135","OR482510.1",13658,13659,0,0,1,"CHG",1
"136","OR482510.1",13761,13762,0,0,5,"CHG",5
"137","OR482510.1",13771,13772,0,0,5,"CHG",5
"138","OR482510.1",13795,13796,20,1,4,"CHG",5
"139","OR482510.1",13859,13860,0,0,3,"CHG",3
"140","OR482510.1",15392,15393,0,0,1,"CHG",1
"141","OR482510.1",15409,15410,0,0,1,"CHG",1
"142","OR482510.1",15420,15421,0,0,1,"CHG",1
"143","OR482510.1",15490,15491,0,0,1,"CHG",1
"144","OR482510.1",15499,15500,0,0,1,"CHG",1
"145","OR482510.1",15855,15856,0,0,12,"CHG",12
"146","OR482510.1",15950,15951,0,0,4,"CHG",4
"147","OR482510.1",16022,16023,0,0,2,"CHG",2
"148","OR482510.1",16035,16036,0,0,2,"CHG",2
"149","OR482510.1",16055,16056,0,0,3,"CHG",3
"150","OR482510.1",16143,16144,0,0,1,"CHG",1
"151","OR482510.1",1952,1953,0,0,1,"CHH",1
"152","OR482510.1",1954,1955,0,0,1,"CHH",1
"153","OR482510.1",1955,1956,0,0,1,"CHH",1
"154","OR482510.1",1966,1967,100,1,0,"CHH",1
"155","OR482510.1",1985,1986,100,1,0,"CHH",1
"156","OR482510.1",1990,1991,0,0,1,"CHH",1
"157","OR482510.1",1994,1995,0,0,1,"CHH",1
"158","OR482510.1",1999,2000,0,0,1,"CHH",1
"159","OR482510.1",2003,2004,0,0,1,"CHH",1
"160","OR482510.1",2004,2005,0,0,1,"CHH",1
"161","OR482510.1",2008,2009,0,0,1,"CHH",1
"162","OR482510.1",2016,2017,100,1,0,"CHH",1
"163","OR482510.1",2017,2018,0,0,1,"CHH",1
"164","OR482510.1",2023,2024,0,0,1,"CHH",1
"165","OR482510.1",2028,2029,0,0,1,"CHH",1
"166","OR482510.1",2029,2030,0,0,1,"CHH",1
"167","OR482510.1",2031,2032,0,0,1,"CHH",1
"168","OR482510.1",2035,2036,0,0,1,"CHH",1
"169","OR482510.1",2040,2041,0,0,1,"CHH",1
"170","OR482510.1",2056,2057,0,0,1,"CHH",1
"171","OR482510.1",2060,2061,0,0,1,"CHH",1
"172","OR482510.1",2064,2065,0,0,1,"CHH",1
"173","OR482510.1",2065,2066,0,0,1,"CHH",1
"174","OR482510.1",2072,2073,0,0,1,"CHH",1
"175","OR482510.1",2142,2143,0,0,1,"CHH",1
"176","OR482510.1",2155,2156,0,0,2,"CHH",2
"177","OR482510.1",2157,2158,0,0,2,"CHH",2
"178","OR482510.1",2166,2167,0,0,2,"CHH",2
"179","OR482510.1",2175,2176,0,0,2,"CHH",2
"180","OR482510.1",2177,2178,0,0,2,"CHH",2
"181","OR482510.1",2178,2179,0,0,2,"CHH",2
"182","OR482510.1",2180,2181,0,0,2,"CHH",2
"183","OR482510.1",2184,2185,0,0,2,"CHH",2
"184","OR482510.1",2189,2190,0,0,2,"CHH",2
"185","OR482510.1",2202,2203,0,0,3,"CHH",3
"186","OR482510.1",2204,2205,0,0,3,"CHH",3
"187","OR482510.1",2205,2206,0,0,3,"CHH",3
"188","OR482510.1",2229,2230,0,0,4,"CHH",4
"189","OR482510.1",2244,2245,25,1,3,"CHH",4
"190","OR482510.1",2245,2246,0,0,4,"CHH",4
"191","OR482510.1",2246,2247,0,0,4,"CHH",4
"192","OR482510.1",2254,2255,25,1,3,"CHH",4
"193","OR482510.1",2261,2262,0,0,5,"CHH",5
"194","OR482510.1",2263,2264,40,2,3,"CHH",5
"195","OR482510.1",2264,2265,0,0,5,"CHH",5
"196","OR482510.1",2274,2275,0,0,5,"CHH",5
"197","OR482510.1",2279,2280,0,0,5,"CHH",5
"198","OR482510.1",2286,2287,20,1,4,"CHH",5
"199","OR482510.1",2287,2288,0,0,5,"CHH",5
"200","OR482510.1",2288,2289,0,0,5,"CHH",5
"201","OR482510.1",2289,2290,0,0,5,"CHH",5
"202","OR482510.1",2299,2300,20,1,4,"CHH",5
"203","OR482510.1",2305,2306,0,0,5,"CHH",5
"204","OR482510.1",2315,2316,0,0,5,"CHH",5
"205","OR482510.1",2316,2317,0,0,5,"CHH",5
"206","OR482510.1",2319,2320,0,0,5,"CHH",5
"207","OR482510.1",2320,2321,0,0,5,"CHH",5
"208","OR482510.1",2321,2322,0,0,5,"CHH",5
"209","OR482510.1",2328,2329,0,0,5,"CHH",5
"210","OR482510.1",2354,2355,50,1,1,"CHH",2
"211","OR482510.1",2361,2362,0,0,2,"CHH",2
"212","OR482510.1",2362,2363,0,0,2,"CHH",2
"213","OR482510.1",2363,2364,0,0,2,"CHH",2
"214","OR482510.1",2364,2365,0,0,2,"CHH",2
"215","OR482510.1",2365,2366,0,0,2,"CHH",2
"216","OR482510.1",2380,2381,0,0,2,"CHH",2
"217","OR482510.1",2382,2383,50,1,1,"CHH",2
"218","OR482510.1",2383,2384,0,0,2,"CHH",2
"219","OR482510.1",2384,2385,0,0,2,"CHH",2
"220","OR482510.1",2385,2386,0,0,2,"CHH",2
"221","OR482510.1",2386,2387,0,0,2,"CHH",2
"222","OR482510.1",2388,2389,0,0,2,"CHH",2
"223","OR482510.1",2389,2390,0,0,2,"CHH",2
"224","OR482510.1",2392,2393,0,0,2,"CHH",2
"225","OR482510.1",2395,2396,50,1,1,"CHH",2
"226","OR482510.1",2408,2409,0,0,1,"CHH",1
"227","OR482510.1",10596,10597,0,0,1,"CHH",1
"228","OR482510.1",10600,10601,0,0,1,"CHH",1
"229","OR482510.1",10601,10602,0,0,1,"CHH",1
"230","OR482510.1",10606,10607,0,0,1,"CHH",1
"231","OR482510.1",10607,10608,0,0,1,"CHH",1
"232","OR482510.1",10609,10610,0,0,1,"CHH",1
"233","OR482510.1",10614,10615,0,0,1,"CHH",1
"234","OR482510.1",10616,10617,0,0,1,"CHH",1
"235","OR482510.1",10622,10623,0,0,1,"CHH",1
"236","OR482510.1",10623,10624,0,0,1,"CHH",1
"237","OR482510.1",10633,10634,0,0,1,"CHH",1
"238","OR482510.1",10634,10635,0,0,1,"CHH",1
"239","OR482510.1",10641,10642,0,0,1,"CHH",1
"240","OR482510.1",10645,10646,0,0,1,"CHH",1
"241","OR482510.1",10651,10652,0,0,1,"CHH",1
"242","OR482510.1",10652,10653,0,0,1,"CHH",1
"243","OR482510.1",10659,10660,0,0,1,"CHH",1
"244","OR482510.1",10662,10663,0,0,1,"CHH",1
"245","OR482510.1",10667,10668,0,0,1,"CHH",1
"246","OR482510.1",10675,10676,0,0,1,"CHH",1
"247","OR482510.1",10676,10677,0,0,1,"CHH",1
"248","OR482510.1",10686,10687,0,0,1,"CHH",1
"249","OR482510.1",10695,10696,0,0,1,"CHH",1
"250","OR482510.1",10696,10697,0,0,1,"CHH",1
"251","OR482510.1",10703,10704,0,0,1,"CHH",1
"252","OR482510.1",10705,10706,0,0,1,"CHH",1
"253","OR482510.1",10706,10707,0,0,1,"CHH",1
"254","OR482510.1",10731,10732,0,0,1,"CHH",1
"255","OR482510.1",10734,10735,0,0,1,"CHH",1
"256","OR482510.1",10736,10737,0,0,1,"CHH",1
"257","OR482510.1",10741,10742,0,0,1,"CHH",1
"258","OR482510.1",10742,10743,0,0,1,"CHH",1
"259","OR482510.1",10743,10744,0,0,1,"CHH",1
"260","OR482510.1",10744,10745,0,0,1,"CHH",1
"261","OR482510.1",10746,10747,0,0,1,"CHH",1
"262","OR482510.1",10748,10749,0,0,1,"CHH",1
"263","OR482510.1",10761,10762,0,0,1,"CHH",1
"264","OR482510.1",10771,10772,0,0,1,"CHH",1
"265","OR482510.1",10774,10775,0,0,1,"CHH",1
"266","OR482510.1",10786,10787,0,0,1,"CHH",1
"267","OR482510.1",10787,10788,0,0,1,"CHH",1
"268","OR482510.1",10818,10819,0,0,2,"CHH",2
"269","OR482510.1",10819,10820,0,0,2,"CHH",2
"270","OR482510.1",10820,10821,0,0,2,"CHH",2
"271","OR482510.1",10828,10829,0,0,2,"CHH",2
"272","OR482510.1",10830,10831,0,0,2,"CHH",2
"273","OR482510.1",10832,10833,0,0,2,"CHH",2
"274","OR482510.1",10834,10835,0,0,2,"CHH",2
"275","OR482510.1",10835,10836,0,0,2,"CHH",2
"276","OR482510.1",10836,10837,0,0,2,"CHH",2
"277","OR482510.1",10841,10842,0,0,3,"CHH",3
"278","OR482510.1",10848,10849,0,0,3,"CHH",3
"279","OR482510.1",10849,10850,0,0,3,"CHH",3
"280","OR482510.1",10850,10851,0,0,3,"CHH",3
"281","OR482510.1",10852,10853,0,0,3,"CHH",3
"282","OR482510.1",10856,10857,0,0,3,"CHH",3
"283","OR482510.1",10859,10860,0,0,3,"CHH",3
"284","OR482510.1",10862,10863,0,0,3,"CHH",3
"285","OR482510.1",10876,10877,0,0,2,"CHH",2
"286","OR482510.1",10878,10879,0,0,3,"CHH",3
"287","OR482510.1",10879,10880,0,0,3,"CHH",3
"288","OR482510.1",10880,10881,0,0,3,"CHH",3
"289","OR482510.1",10882,10883,0,0,3,"CHH",3
"290","OR482510.1",10884,10885,0,0,3,"CHH",3
"291","OR482510.1",10885,10886,0,0,3,"CHH",3
"292","OR482510.1",10886,10887,0,0,3,"CHH",3
"293","OR482510.1",10888,10889,0,0,3,"CHH",3
"294","OR482510.1",10893,10894,0,0,4,"CHH",4
"295","OR482510.1",10894,10895,0,0,4,"CHH",4
"296","OR482510.1",10897,10898,0,0,4,"CHH",4
"297","OR482510.1",10905,10906,0,0,5,"CHH",5
"298","OR482510.1",10909,10910,0,0,5,"CHH",5
"299","OR482510.1",10911,10912,0,0,5,"CHH",5
"300","OR482510.1",10914,10915,0,0,6,"CHH",6
"301","OR482510.1",10915,10916,0,0,6,"CHH",6
"302","OR482510.1",10916,10917,0,0,6,"CHH",6
"303","OR482510.1",10917,10918,0,0,6,"CHH",6
"304","OR482510.1",10919,10920,0,0,6,"CHH",6
"305","OR482510.1",10923,10924,0,0,6,"CHH",6
"306","OR482510.1",10926,10927,0,0,5,"CHH",5
"307","OR482510.1",10936,10937,0,0,6,"CHH",6
"308","OR482510.1",10940,10941,0,0,6,"CHH",6
"309","OR482510.1",10957,10958,0,0,7,"CHH",7
"310","OR482510.1",10958,10959,0,0,7,"CHH",7
"311","OR482510.1",10965,10966,0,0,6,"CHH",6
"312","OR482510.1",10982,10983,14,1,6,"CHH",7
"313","OR482510.1",10983,10984,0,0,7,"CHH",7
"314","OR482510.1",10984,10985,0,0,6,"CHH",6
"315","OR482510.1",10995,10996,0,0,5,"CHH",5
"316","OR482510.1",10997,10998,0,0,6,"CHH",6
"317","OR482510.1",11000,11001,0,0,6,"CHH",6
"318","OR482510.1",11006,11007,16,1,5,"CHH",6
"319","OR482510.1",11009,11010,0,0,5,"CHH",5
"320","OR482510.1",11010,11011,0,0,5,"CHH",5
"321","OR482510.1",11016,11017,0,0,4,"CHH",4
"322","OR482510.1",11018,11019,0,0,5,"CHH",5
"323","OR482510.1",11028,11029,20,1,4,"CHH",5
"324","OR482510.1",11029,11030,0,0,5,"CHH",5
"325","OR482510.1",11030,11031,0,0,4,"CHH",4
"326","OR482510.1",11041,11042,0,0,3,"CHH",3
"327","OR482510.1",11062,11063,0,0,3,"CHH",3
"328","OR482510.1",11063,11064,0,0,3,"CHH",3
"329","OR482510.1",11066,11067,0,0,2,"CHH",2
"330","OR482510.1",11080,11081,0,0,2,"CHH",2
"331","OR482510.1",11086,11087,0,0,2,"CHH",2
"332","OR482510.1",11104,11105,0,0,2,"CHH",2
"333","OR482510.1",11108,11109,50,1,1,"CHH",2
"334","OR482510.1",11114,11115,50,1,1,"CHH",2
"335","OR482510.1",11115,11116,0,0,2,"CHH",2
"336","OR482510.1",11117,11118,0,0,2,"CHH",2
"337","OR482510.1",11119,11120,0,0,2,"CHH",2
"338","OR482510.1",11121,11122,0,0,2,"CHH",2
"339","OR482510.1",11122,11123,0,0,2,"CHH",2
"340","OR482510.1",11134,11135,0,0,2,"CHH",2
"341","OR482510.1",11138,11139,0,0,2,"CHH",2
"342","OR482510.1",11139,11140,0,0,2,"CHH",2
"343","OR482510.1",11140,11141,0,0,2,"CHH",2
"344","OR482510.1",11149,11150,0,0,2,"CHH",2
"345","OR482510.1",11150,11151,0,0,2,"CHH",2
"346","OR482510.1",11154,11155,0,0,2,"CHH",2
"347","OR482510.1",11155,11156,0,0,1,"CHH",1
"348","OR482510.1",11156,11157,0,0,2,"CHH",2
"349","OR482510.1",11179,11180,0,0,1,"CHH",1
"350","OR482510.1",11181,11182,0,0,1,"CHH",1
"351","OR482510.1",11182,11183,0,0,1,"CHH",1
"352","OR482510.1",11188,11189,0,0,1,"CHH",1
"353","OR482510.1",11189,11190,0,0,1,"CHH",1
"354","OR482510.1",11194,11195,0,0,1,"CHH",1
"355","OR482510.1",11195,11196,0,0,1,"CHH",1
"356","OR482510.1",11203,11204,100,1,0,"CHH",1
"357","OR482510.1",11204,11205,0,0,1,"CHH",1
"358","OR482510.1",11211,11212,0,0,1,"CHH",1
"359","OR482510.1",11212,11213,0,0,1,"CHH",1
"360","OR482510.1",11213,11214,0,0,1,"CHH",1
"361","OR482510.1",12318,12319,0,0,1,"CHH",1
"362","OR482510.1",12327,12328,0,0,2,"CHH",2
"363","OR482510.1",12328,12329,0,0,2,"CHH",2
"364","OR482510.1",12330,12331,0,0,2,"CHH",2
"365","OR482510.1",12331,12332,0,0,2,"CHH",2
"366","OR482510.1",12339,12340,0,0,2,"CHH",2
"367","OR482510.1",12340,12341,0,0,2,"CHH",2
"368","OR482510.1",12347,12348,0,0,2,"CHH",2
"369","OR482510.1",12348,12349,0,0,2,"CHH",2
"370","OR482510.1",12358,12359,0,0,2,"CHH",2
"371","OR482510.1",12363,12364,0,0,2,"CHH",2
"372","OR482510.1",12368,12369,0,0,2,"CHH",2
"373","OR482510.1",12381,12382,0,0,4,"CHH",4
"374","OR482510.1",12382,12383,0,0,4,"CHH",4
"375","OR482510.1",12385,12386,0,0,4,"CHH",4
"376","OR482510.1",12390,12391,0,0,4,"CHH",4
"377","OR482510.1",12411,12412,16,1,5,"CHH",6
"378","OR482510.1",12419,12420,0,0,6,"CHH",6
"379","OR482510.1",12424,12425,0,0,6,"CHH",6
"380","OR482510.1",12427,12428,0,0,6,"CHH",6
"381","OR482510.1",12429,12430,0,0,6,"CHH",6
"382","OR482510.1",12458,12459,0,0,6,"CHH",6
"383","OR482510.1",12462,12463,16,1,5,"CHH",6
"384","OR482510.1",12470,12471,66,4,2,"CHH",6
"385","OR482510.1",12471,12472,50,3,3,"CHH",6
"386","OR482510.1",12472,12473,33,2,4,"CHH",6
"387","OR482510.1",12514,12515,25,1,3,"CHH",4
"388","OR482510.1",12519,12520,0,0,3,"CHH",3
"389","OR482510.1",12521,12522,0,0,3,"CHH",3
"390","OR482510.1",12527,12528,0,0,3,"CHH",3
"391","OR482510.1",12536,12537,0,0,2,"CHH",2
"392","OR482510.1",12539,12540,0,0,2,"CHH",2
"393","OR482510.1",12540,12541,0,0,2,"CHH",2
"394","OR482510.1",12545,12546,0,0,2,"CHH",2
"395","OR482510.1",12549,12550,100,1,0,"CHH",1
"396","OR482510.1",12551,12552,0,0,1,"CHH",1
"397","OR482510.1",12562,12563,0,0,1,"CHH",1
"398","OR482510.1",12571,12572,0,0,2,"CHH",2
"399","OR482510.1",12578,12579,0,0,1,"CHH",1
"400","OR482510.1",12581,12582,0,0,1,"CHH",1
"401","OR482510.1",12588,12589,0,0,1,"CHH",1
"402","OR482510.1",12595,12596,0,0,1,"CHH",1
"403","OR482510.1",12599,12600,0,0,1,"CHH",1
"404","OR482510.1",12600,12601,0,0,1,"CHH",1
"405","OR482510.1",12601,12602,0,0,1,"CHH",1
"406","OR482510.1",12604,12605,0,0,1,"CHH",1
"407","OR482510.1",12605,12606,0,0,1,"CHH",1
"408","OR482510.1",12607,12608,0,0,1,"CHH",1
"409","OR482510.1",12610,12611,0,0,1,"CHH",1
"410","OR482510.1",12615,12616,0,0,1,"CHH",1
"411","OR482510.1",12629,12630,0,0,1,"CHH",1
"412","OR482510.1",12636,12637,0,0,1,"CHH",1
"413","OR482510.1",12644,12645,0,0,1,"CHH",1
"414","OR482510.1",12645,12646,0,0,1,"CHH",1
"415","OR482510.1",12646,12647,0,0,1,"CHH",1
"416","OR482510.1",12655,12656,0,0,1,"CHH",1
"417","OR482510.1",12658,12659,0,0,1,"CHH",1
"418","OR482510.1",12660,12661,0,0,1,"CHH",1
"419","OR482510.1",12661,12662,0,0,1,"CHH",1
"420","OR482510.1",12662,12663,0,0,1,"CHH",1
"421","OR482510.1",12667,12668,0,0,1,"CHH",1
"422","OR482510.1",12669,12670,0,0,1,"CHH",1
"423","OR482510.1",12670,12671,0,0,1,"CHH",1
"424","OR482510.1",12671,12672,0,0,1,"CHH",1
"425","OR482510.1",12672,12673,0,0,1,"CHH",1
"426","OR482510.1",12677,12678,0,0,1,"CHH",1
"427","OR482510.1",12678,12679,0,0,1,"CHH",1
"428","OR482510.1",12688,12689,0,0,2,"CHH",2
"429","OR482510.1",12689,12690,0,0,2,"CHH",2
"430","OR482510.1",12692,12693,0,0,2,"CHH",2
"431","OR482510.1",12699,12700,0,0,2,"CHH",2
"432","OR482510.1",12704,12705,0,0,2,"CHH",2
"433","OR482510.1",12705,12706,0,0,2,"CHH",2
"434","OR482510.1",12706,12707,0,0,2,"CHH",2
"435","OR482510.1",12712,12713,0,0,2,"CHH",2
"436","OR482510.1",12716,12717,0,0,1,"CHH",1
"437","OR482510.1",12720,12721,0,0,1,"CHH",1
"438","OR482510.1",12722,12723,0,0,1,"CHH",1
"439","OR482510.1",12723,12724,0,0,1,"CHH",1
"440","OR482510.1",12744,12745,0,0,1,"CHH",1
"441","OR482510.1",12745,12746,0,0,1,"CHH",1
"442","OR482510.1",12747,12748,0,0,1,"CHH",1
"443","OR482510.1",12748,12749,0,0,1,"CHH",1
"444","OR482510.1",12758,12759,0,0,1,"CHH",1
"445","OR482510.1",12763,12764,0,0,1,"CHH",1
"446","OR482510.1",12764,12765,0,0,1,"CHH",1
"447","OR482510.1",12765,12766,0,0,1,"CHH",1
"448","OR482510.1",12766,12767,0,0,1,"CHH",1
"449","OR482510.1",12768,12769,0,0,1,"CHH",1
"450","OR482510.1",12781,12782,0,0,1,"CHH",1
"451","OR482510.1",12788,12789,0,0,1,"CHH",1
"452","OR482510.1",12789,12790,0,0,1,"CHH",1
"453","OR482510.1",12790,12791,0,0,1,"CHH",1
"454","OR482510.1",12792,12793,0,0,1,"CHH",1
"455","OR482510.1",12794,12795,0,0,1,"CHH",1
"456","OR482510.1",12795,12796,0,0,1,"CHH",1
"457","OR482510.1",12797,12798,0,0,1,"CHH",1
"458","OR482510.1",12801,12802,0,0,1,"CHH",1
"459","OR482510.1",12802,12803,0,0,1,"CHH",1
"460","OR482510.1",12807,12808,0,0,1,"CHH",1
"461","OR482510.1",12808,12809,0,0,1,"CHH",1
"462","OR482510.1",12815,12816,0,0,1,"CHH",1
"463","OR482510.1",12816,12817,0,0,1,"CHH",1
"464","OR482510.1",12826,12827,0,0,1,"CHH",1
"465","OR482510.1",13459,13460,0,0,1,"CHH",1
"466","OR482510.1",13460,13461,0,0,1,"CHH",1
"467","OR482510.1",13471,13472,0,0,1,"CHH",1
"468","OR482510.1",13483,13484,0,0,1,"CHH",1
"469","OR482510.1",13525,13526,0,0,1,"CHH",1
"470","OR482510.1",13548,13549,0,0,1,"CHH",1
"471","OR482510.1",13552,13553,0,0,1,"CHH",1
"472","OR482510.1",13553,13554,0,0,1,"CHH",1
"473","OR482510.1",13570,13571,0,0,1,"CHH",1
"474","OR482510.1",13590,13591,0,0,1,"CHH",1
"475","OR482510.1",13600,13601,0,0,1,"CHH",1
"476","OR482510.1",13606,13607,0,0,1,"CHH",1
"477","OR482510.1",13607,13608,0,0,1,"CHH",1
"478","OR482510.1",13618,13619,0,0,1,"CHH",1
"479","OR482510.1",13629,13630,0,0,1,"CHH",1
