"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads"
"OR482510.1",10652,10653,0,0,1
"OR482510.1",10659,10660,0,0,1
"OR482510.1",10662,10663,0,0,1
"OR482510.1",10667,10668,0,0,1
"OR482510.1",10675,10676,0,0,1
"OR482510.1",10676,10677,0,0,1
"OR482510.1",10686,10687,0,0,1
"OR482510.1",10695,10696,0,0,1
"OR482510.1",10696,10697,0,0,1
"OR482510.1",10703,10704,0,0,1
"OR482510.1",10705,10706,0,0,1
"OR482510.1",10706,10707,0,0,1
"OR482510.1",10731,10732,0,0,1
"OR482510.1",10734,10735,0,0,1
"OR482510.1",10736,10737,0,0,1
"OR482510.1",10741,10742,0,0,1
"OR482510.1",10742,10743,0,0,1
"OR482510.1",10743,10744,0,0,1
"OR482510.1",10744,10745,0,0,1
"OR482510.1",10746,10747,0,0,1
"OR482510.1",10748,10749,0,0,1
"OR482510.1",10761,10762,0,0,1
"OR482510.1",10771,10772,0,0,1
"OR482510.1",10774,10775,0,0,1
"OR482510.1",10786,10787,0,0,1
"OR482510.1",10787,10788,0,0,1
"OR482510.1",10818,10819,0,0,2
"OR482510.1",10819,10820,0,0,2
"OR482510.1",10820,10821,0,0,2
"OR482510.1",10828,10829,0,0,2
"OR482510.1",10830,10831,0,0,2
"OR482510.1",10832,10833,0,0,2
"OR482510.1",10834,10835,0,0,2
"OR482510.1",10835,10836,0,0,2
"OR482510.1",10836,10837,0,0,2
"OR482510.1",10841,10842,0,0,3
"OR482510.1",10848,10849,0,0,3
"OR482510.1",10849,10850,0,0,3
"OR482510.1",10850,10851,0,0,3
"OR482510.1",10852,10853,0,0,3
"OR482510.1",10856,10857,0,0,3
"OR482510.1",10859,10860,0,0,3
"OR482510.1",10862,10863,0,0,3
"OR482510.1",10876,10877,0,0,2
"OR482510.1",10878,10879,0,0,3
"OR482510.1",10879,10880,0,0,3
"OR482510.1",10880,10881,0,0,3
"OR482510.1",10882,10883,0,0,3
"OR482510.1",10884,10885,0,0,3
"OR482510.1",10885,10886,0,0,3
"OR482510.1",10886,10887,0,0,3
"OR482510.1",10888,10889,0,0,3
"OR482510.1",10893,10894,0,0,4
"OR482510.1",10894,10895,0,0,4
"OR482510.1",10897,10898,0,0,4
"OR482510.1",10905,10906,0,0,5
"OR482510.1",10909,10910,0,0,5
"OR482510.1",10911,10912,0,0,5
"OR482510.1",10914,10915,0,0,6
"OR482510.1",10915,10916,0,0,6
"OR482510.1",10916,10917,0,0,6
"OR482510.1",10917,10918,0,0,6
"OR482510.1",10919,10920,0,0,6
"OR482510.1",10923,10924,0,0,6
"OR482510.1",10926,10927,0,0,5
"OR482510.1",10936,10937,0,0,6
"OR482510.1",10940,10941,0,0,6
"OR482510.1",10957,10958,0,0,7
"OR482510.1",10958,10959,0,0,7
"OR482510.1",10965,10966,0,0,6
"OR482510.1",10982,10983,14,1,6
"OR482510.1",10983,10984,0,0,7
"OR482510.1",10984,10985,0,0,6
"OR482510.1",10995,10996,0,0,5
"OR482510.1",10997,10998,0,0,6
"OR482510.1",11000,11001,0,0,6
"OR482510.1",11006,11007,16,1,5
"OR482510.1",11009,11010,0,0,5
"OR482510.1",11010,11011,0,0,5
"OR482510.1",11016,11017,0,0,4
"OR482510.1",11018,11019,0,0,5
"OR482510.1",11028,11029,20,1,4
"OR482510.1",11029,11030,0,0,5
"OR482510.1",11030,11031,0,0,4
"OR482510.1",11041,11042,0,0,3
"OR482510.1",11062,11063,0,0,3
"OR482510.1",11063,11064,0,0,3
"OR482510.1",11066,11067,0,0,2
"OR482510.1",11080,11081,0,0,2
"OR482510.1",11086,11087,0,0,2
"OR482510.1",11104,11105,0,0,2
"OR482510.1",11108,11109,50,1,1
"OR482510.1",11114,11115,50,1,1
"OR482510.1",11115,11116,0,0,2
"OR482510.1",11117,11118,0,0,2
"OR482510.1",11119,11120,0,0,2
"OR482510.1",11121,11122,0,0,2
"OR482510.1",11122,11123,0,0,2
"OR482510.1",11134,11135,0,0,2
"OR482510.1",11138,11139,0,0,2
"OR482510.1",11139,11140,0,0,2
"OR482510.1",11140,11141,0,0,2
"OR482510.1",11149,11150,0,0,2
"OR482510.1",11150,11151,0,0,2
"OR482510.1",11154,11155,0,0,2
"OR482510.1",11155,11156,0,0,1
"OR482510.1",11156,11157,0,0,2
"OR482510.1",11179,11180,0,0,1
"OR482510.1",11181,11182,0,0,1
"OR482510.1",11182,11183,0,0,1
"OR482510.1",11188,11189,0,0,1
"OR482510.1",11189,11190,0,0,1
"OR482510.1",11194,11195,0,0,1
"OR482510.1",11195,11196,0,0,1
"OR482510.1",11203,11204,100,1,0
"OR482510.1",11204,11205,0,0,1
"OR482510.1",11211,11212,0,0,1
"OR482510.1",11212,11213,0,0,1
"OR482510.1",11213,11214,0,0,1
"OR482510.1",12318,12319,0,0,1
"OR482510.1",12327,12328,0,0,2
"OR482510.1",12328,12329,0,0,2
"OR482510.1",12330,12331,0,0,2
"OR482510.1",12331,12332,0,0,2
"OR482510.1",12339,12340,0,0,2
"OR482510.1",12340,12341,0,0,2
"OR482510.1",12347,12348,0,0,2
"OR482510.1",12348,12349,0,0,2
"OR482510.1",12358,12359,0,0,2
"OR482510.1",12363,12364,0,0,2
"OR482510.1",12368,12369,0,0,2
"OR482510.1",12381,12382,0,0,4
"OR482510.1",12382,12383,0,0,4
"OR482510.1",12385,12386,0,0,4
"OR482510.1",12390,12391,0,0,4
"OR482510.1",12411,12412,16,1,5
"OR482510.1",12419,12420,0,0,6
"OR482510.1",12424,12425,0,0,6
"OR482510.1",12427,12428,0,0,6
"OR482510.1",12429,12430,0,0,6
"OR482510.1",12458,12459,0,0,6
"OR482510.1",12462,12463,16,1,5
"OR482510.1",12470,12471,66,4,2
"OR482510.1",12471,12472,50,3,3
"OR482510.1",12472,12473,33,2,4
"OR482510.1",12514,12515,25,1,3
"OR482510.1",12519,12520,0,0,3
"OR482510.1",12521,12522,0,0,3
"OR482510.1",12527,12528,0,0,3
"OR482510.1",12536,12537,0,0,2
"OR482510.1",12539,12540,0,0,2
"OR482510.1",12540,12541,0,0,2
"OR482510.1",12545,12546,0,0,2
"OR482510.1",12549,12550,100,1,0
"OR482510.1",12551,12552,0,0,1
"OR482510.1",12562,12563,0,0,1
"OR482510.1",12571,12572,0,0,2
"OR482510.1",12578,12579,0,0,1
"OR482510.1",12581,12582,0,0,1
"OR482510.1",12588,12589,0,0,1
"OR482510.1",12595,12596,0,0,1
"OR482510.1",12599,12600,0,0,1
"OR482510.1",12600,12601,0,0,1
"OR482510.1",12601,12602,0,0,1
"OR482510.1",12604,12605,0,0,1
"OR482510.1",12605,12606,0,0,1
"OR482510.1",12607,12608,0,0,1
"OR482510.1",12610,12611,0,0,1
"OR482510.1",12615,12616,0,0,1
"OR482510.1",12629,12630,0,0,1
"OR482510.1",12636,12637,0,0,1
"OR482510.1",12644,12645,0,0,1
"OR482510.1",12645,12646,0,0,1
"OR482510.1",12646,12647,0,0,1
"OR482510.1",12655,12656,0,0,1
"OR482510.1",12658,12659,0,0,1
"OR482510.1",12660,12661,0,0,1
"OR482510.1",12661,12662,0,0,1
"OR482510.1",12662,12663,0,0,1
"OR482510.1",12667,12668,0,0,1
"OR482510.1",12669,12670,0,0,1
"OR482510.1",12670,12671,0,0,1
"OR482510.1",12671,12672,0,0,1
"OR482510.1",12672,12673,0,0,1
"OR482510.1",12677,12678,0,0,1
"OR482510.1",12678,12679,0,0,1
"OR482510.1",12688,12689,0,0,2
"OR482510.1",12689,12690,0,0,2
"OR482510.1",12692,12693,0,0,2
"OR482510.1",12699,12700,0,0,2
"OR482510.1",12704,12705,0,0,2
"OR482510.1",12705,12706,0,0,2
"OR482510.1",12706,12707,0,0,2
"OR482510.1",12712,12713,0,0,2
"OR482510.1",12716,12717,0,0,1
"OR482510.1",12720,12721,0,0,1
"OR482510.1",12722,12723,0,0,1
"OR482510.1",12723,12724,0,0,1
"OR482510.1",12744,12745,0,0,1
"OR482510.1",12745,12746,0,0,1
"OR482510.1",12747,12748,0,0,1
"OR482510.1",12748,12749,0,0,1
"OR482510.1",12758,12759,0,0,1
"OR482510.1",12763,12764,0,0,1
"OR482510.1",12764,12765,0,0,1
"OR482510.1",12765,12766,0,0,1
"OR482510.1",12766,12767,0,0,1
"OR482510.1",12768,12769,0,0,1
"OR482510.1",12781,12782,0,0,1
"OR482510.1",12788,12789,0,0,1
"OR482510.1",12789,12790,0,0,1
"OR482510.1",12790,12791,0,0,1
"OR482510.1",12792,12793,0,0,1
"OR482510.1",12794,12795,0,0,1
"OR482510.1",12795,12796,0,0,1
"OR482510.1",12797,12798,0,0,1
"OR482510.1",12801,12802,0,0,1
"OR482510.1",12802,12803,0,0,1
"OR482510.1",12807,12808,0,0,1
"OR482510.1",12808,12809,0,0,1
"OR482510.1",12815,12816,0,0,1
"OR482510.1",12816,12817,0,0,1
"OR482510.1",12826,12827,0,0,1
"OR482510.1",13459,13460,0,0,1
"OR482510.1",13460,13461,0,0,1
"OR482510.1",13471,13472,0,0,1
"OR482510.1",13483,13484,0,0,1
"OR482510.1",13525,13526,0,0,1
"OR482510.1",13548,13549,0,0,1
"OR482510.1",13552,13553,0,0,1
"OR482510.1",13553,13554,0,0,1
"OR482510.1",13570,13571,0,0,1
"OR482510.1",13590,13591,0,0,1
"OR482510.1",13600,13601,0,0,1
"OR482510.1",13606,13607,0,0,1
"OR482510.1",13607,13608,0,0,1
"OR482510.1",13618,13619,0,0,1
"OR482510.1",13629,13630,0,0,1
"OR482510.1",13633,13634,0,0,1
"OR482510.1",13643,13644,0,0,1
"OR482510.1",13648,13649,0,0,1
"OR482510.1",13650,13651,0,0,1
"OR482510.1",13654,13655,0,0,1
"OR482510.1",13665,13666,0,0,1
"OR482510.1",13666,13667,0,0,1
"OR482510.1",13706,13707,0,0,3
"OR482510.1",13720,13721,0,0,3
"OR482510.1",13721,13722,0,0,3
"OR482510.1",13731,13732,0,0,4
"OR482510.1",13768,13769,0,0,5
"OR482510.1",13802,13803,20,1,4
"OR482510.1",13803,13804,20,1,4
"OR482510.1",13804,13805,20,1,4
"OR482510.1",13817,13818,0,0,4
"OR482510.1",13825,13826,25,1,3
"OR482510.1",13848,13849,0,0,3
"OR482510.1",13849,13850,0,0,3
"OR482510.1",13853,13854,0,0,3
"OR482510.1",13856,13857,0,0,3
"OR482510.1",13860,13861,0,0,3
"OR482510.1",13874,13875,0,0,3
"OR482510.1",13897,13898,0,0,2
"OR482510.1",13899,13900,0,0,2
"OR482510.1",13907,13908,0,0,2
"OR482510.1",15387,15388,0,0,1
"OR482510.1",15389,15390,0,0,1
"OR482510.1",15391,15392,100,1,0
"OR482510.1",15408,15409,0,0,1
"OR482510.1",15415,15416,0,0,1
"OR482510.1",15417,15418,0,0,1
"OR482510.1",15419,15420,0,0,1
"OR482510.1",15438,15439,0,0,1
"OR482510.1",15445,15446,0,0,1
"OR482510.1",15448,15449,0,0,1
"OR482510.1",15449,15450,0,0,1
"OR482510.1",15458,15459,0,0,1
"OR482510.1",15464,15465,0,0,1
"OR482510.1",15465,15466,0,0,1
"OR482510.1",15467,15468,0,0,1
"OR482510.1",15470,15471,0,0,1
"OR482510.1",15471,15472,0,0,1
"OR482510.1",15476,15477,0,0,1
"OR482510.1",15477,15478,0,0,1
"OR482510.1",15481,15482,0,0,1
"OR482510.1",15483,15484,0,0,1
"OR482510.1",15484,15485,0,0,1
"OR482510.1",15486,15487,0,0,1
"OR482510.1",15494,15495,0,0,1
"OR482510.1",15511,15512,0,0,1
"OR482510.1",15512,15513,0,0,1
"OR482510.1",15513,15514,0,0,1
"OR482510.1",15523,15524,0,0,1
"OR482510.1",15527,15528,0,0,1
"OR482510.1",15529,15530,0,0,1
"OR482510.1",15536,15537,0,0,1
"OR482510.1",15707,15708,0,0,2
"OR482510.1",15710,15711,0,0,2
"OR482510.1",15726,15727,0,0,4
"OR482510.1",15727,15728,0,0,4
"OR482510.1",15732,15733,0,0,4
"OR482510.1",15739,15740,0,0,4
"OR482510.1",15743,15744,0,0,5
"OR482510.1",15749,15750,0,0,6
"OR482510.1",15752,15753,0,0,6
"OR482510.1",15763,15764,0,0,6
"OR482510.1",15765,15766,16,1,5
"OR482510.1",15766,15767,0,0,6
"OR482510.1",15771,15772,0,0,7
"OR482510.1",15782,15783,14,1,6
"OR482510.1",15783,15784,0,0,7
"OR482510.1",15787,15788,0,0,7
"OR482510.1",15798,15799,0,0,9
"OR482510.1",15801,15802,0,0,9
"OR482510.1",15814,15815,0,0,11
"OR482510.1",15821,15822,0,0,11
"OR482510.1",15834,15835,50,6,6
"OR482510.1",15835,15836,0,0,12
"OR482510.1",15838,15839,8,1,11
"OR482510.1",15843,15844,16,2,10
"OR482510.1",15845,15846,8,1,11
"OR482510.1",15865,15866,63,7,4
"OR482510.1",15872,15873,30,3,7
"OR482510.1",15873,15874,0,0,10
"OR482510.1",15877,15878,10,1,9
"OR482510.1",15879,15880,0,0,10
"OR482510.1",15883,15884,0,0,10
"OR482510.1",15885,15886,0,0,10
"OR482510.1",15887,15888,0,0,10
"OR482510.1",15894,15895,0,0,9
"OR482510.1",15903,15904,0,0,9
"OR482510.1",15904,15905,0,0,9
"OR482510.1",15909,15910,37,3,5
"OR482510.1",15911,15912,0,0,9
"OR482510.1",15917,15918,0,0,8
"OR482510.1",15918,15919,0,0,8
"OR482510.1",15919,15920,0,0,8
"OR482510.1",15921,15922,28,2,5
"OR482510.1",15922,15923,0,0,7
"OR482510.1",15926,15927,14,1,6
"OR482510.1",15928,15929,0,0,7
"OR482510.1",15954,15955,50,2,2
"OR482510.1",15955,15956,0,0,4
"OR482510.1",15958,15959,0,0,3
"OR482510.1",15963,15964,0,0,3
"OR482510.1",15964,15965,0,0,3
"OR482510.1",15969,15970,0,0,2
"OR482510.1",15976,15977,0,0,2
"OR482510.1",15977,15978,0,0,2
"OR482510.1",16000,16001,0,0,2
"OR482510.1",16003,16004,0,0,2
"OR482510.1",16018,16019,0,0,2
"OR482510.1",16020,16021,0,0,2
"OR482510.1",16034,16035,0,0,2
"OR482510.1",16039,16040,0,0,3
"OR482510.1",16048,16049,0,0,3
"OR482510.1",16049,16050,0,0,3
"OR482510.1",16060,16061,0,0,2
"OR482510.1",16061,16062,0,0,2
"OR482510.1",16063,16064,0,0,2
"OR482510.1",16074,16075,0,0,2
"OR482510.1",16077,16078,0,0,2
"OR482510.1",16078,16079,0,0,2
"OR482510.1",16080,16081,0,0,2
"OR482510.1",16084,16085,0,0,1
"OR482510.1",16091,16092,0,0,1
"OR482510.1",16092,16093,0,0,1
"OR482510.1",16100,16101,0,0,1
"OR482510.1",16120,16121,0,0,1
"OR482510.1",16135,16136,0,0,1
"OR482510.1",16136,16137,0,0,1
"OR482510.1",16138,16139,0,0,1
"OR482510.1",16139,16140,0,0,1
"OR482510.1",16152,16153,0,0,1
"OR482510.1",16156,16157,0,0,1
"OR482510.1",16157,16158,0,0,1
"OR482510.1",16164,16165,0,0,1
