"","chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","context","total_reads"
"52","phage_lambda",537,538,0,0,2,"CpG",2
"53","phage_lambda",545,546,0,0,2,"CpG",2
"54","phage_lambda",547,548,0,0,2,"CpG",2
"55","phage_lambda",552,553,0,0,2,"CpG",2
"56","phage_lambda",576,577,0,0,2,"CpG",2
"57","phage_lambda",579,580,0,0,2,"CpG",2
"58","phage_lambda",593,594,0,0,1,"CpG",1
"59","phage_lambda",601,602,0,0,1,"CpG",1
"60","phage_lambda",604,605,0,0,1,"CpG",1
"61","phage_lambda",611,612,0,0,1,"CpG",1
"62","phage_lambda",625,626,0,0,1,"CpG",1
"63","phage_lambda",646,647,0,0,1,"CpG",1
"64","phage_lambda",679,680,0,0,1,"CpG",1
"65","phage_lambda",681,682,0,0,1,"CpG",1
"66","phage_lambda",699,700,0,0,1,"CpG",1
"67","phage_lambda",721,722,0,0,1,"CpG",1
"68","phage_lambda",744,745,0,0,1,"CpG",1
"69","phage_lambda",755,756,0,0,1,"CpG",1
"70","phage_lambda",756,757,0,0,1,"CpG",1
"71","phage_lambda",757,758,0,0,1,"CpG",1
"72","phage_lambda",758,759,0,0,1,"CpG",1
"73","phage_lambda",760,761,0,0,1,"CpG",1
"74","phage_lambda",761,762,0,0,1,"CpG",1
"75","phage_lambda",767,768,0,0,1,"CpG",1
"76","phage_lambda",768,769,0,0,1,"CpG",1
"77","phage_lambda",783,784,0,0,2,"CpG",2
"78","phage_lambda",784,785,0,0,1,"CpG",1
"79","phage_lambda",796,797,0,0,2,"CpG",2
"80","phage_lambda",797,798,0,0,1,"CpG",1
"81","phage_lambda",799,800,0,0,2,"CpG",2
"82","phage_lambda",800,801,0,0,1,"CpG",1
"83","phage_lambda",810,811,0,0,2,"CpG",2
"84","phage_lambda",811,812,0,0,1,"CpG",1
"85","phage_lambda",831,832,0,0,2,"CpG",2
"86","phage_lambda",841,842,0,0,2,"CpG",2
"87","phage_lambda",857,858,0,0,2,"CpG",2
"88","phage_lambda",881,882,0,0,2,"CpG",2
"89","phage_lambda",897,898,0,0,1,"CpG",1
"90","phage_lambda",907,908,0,0,1,"CpG",1
"91","phage_lambda",917,918,0,0,1,"CpG",1
"92","phage_lambda",944,945,0,0,1,"CpG",1
"93","phage_lambda",949,950,0,0,1,"CpG",1
"94","phage_lambda",1696,1697,0,0,1,"CpG",1
"95","phage_lambda",1705,1706,0,0,1,"CpG",1
"96","phage_lambda",1747,1748,0,0,1,"CpG",1
"97","phage_lambda",1759,1760,0,0,1,"CpG",1
"98","phage_lambda",1767,1768,0,0,1,"CpG",1
"99","phage_lambda",1778,1779,0,0,1,"CpG",1
"100","phage_lambda",1789,1790,0,0,1,"CpG",1
"101","phage_lambda",1793,1794,0,0,1,"CpG",1
"102","phage_lambda",1801,1802,0,0,1,"CpG",1
"103","phage_lambda",1810,1811,0,0,1,"CpG",1
"104","phage_lambda",1820,1821,0,0,1,"CpG",1
"105","phage_lambda",1824,1825,0,0,1,"CpG",1
"106","phage_lambda",1828,1829,0,0,1,"CpG",1
"107","phage_lambda",2941,2942,0,0,1,"CpG",1
"108","phage_lambda",2945,2946,0,0,1,"CpG",1
"109","phage_lambda",2957,2958,0,0,1,"CpG",1
"110","phage_lambda",2997,2998,0,0,1,"CpG",1
"111","phage_lambda",2998,2999,0,0,1,"CpG",1
"112","phage_lambda",3009,3010,0,0,1,"CpG",1
"113","phage_lambda",3010,3011,0,0,1,"CpG",1
"114","phage_lambda",3011,3012,0,0,1,"CpG",1
"115","phage_lambda",3012,3013,0,0,1,"CpG",1
"116","phage_lambda",3017,3018,0,0,1,"CpG",1
"117","phage_lambda",3018,3019,0,0,1,"CpG",1
"118","phage_lambda",3027,3028,0,0,1,"CpG",1
"119","phage_lambda",3028,3029,0,0,1,"CpG",1
"120","phage_lambda",3035,3036,0,0,1,"CpG",1
"121","phage_lambda",3036,3037,0,0,1,"CpG",1
"122","phage_lambda",3044,3045,0,0,1,"CpG",1
"123","phage_lambda",3045,3046,0,0,1,"CpG",1
"124","phage_lambda",3050,3051,0,0,1,"CpG",1
"125","phage_lambda",3051,3052,0,0,1,"CpG",1
"126","phage_lambda",3077,3078,0,0,1,"CpG",1
"127","phage_lambda",3078,3079,0,0,1,"CpG",1
"128","phage_lambda",3080,3081,0,0,1,"CpG",1
"129","phage_lambda",3081,3082,0,0,1,"CpG",1
"130","phage_lambda",3093,3094,0,0,1,"CpG",1
"131","phage_lambda",3094,3095,0,0,1,"CpG",1
"132","phage_lambda",3105,3106,0,0,1,"CpG",1
"133","phage_lambda",3106,3107,0,0,1,"CpG",1
"134","phage_lambda",3117,3118,0,0,1,"CpG",1
"135","phage_lambda",3118,3119,0,0,1,"CpG",1
"136","phage_lambda",3131,3132,0,0,1,"CpG",1
"137","phage_lambda",3132,3133,0,0,1,"CpG",1
"138","phage_lambda",3147,3148,0,0,1,"CpG",1
"139","phage_lambda",3159,3160,0,0,1,"CpG",1
"140","phage_lambda",3161,3162,0,0,1,"CpG",1
"141","phage_lambda",3172,3173,0,0,1,"CpG",1
"142","phage_lambda",3374,3375,0,0,1,"CpG",1
"143","phage_lambda",3384,3385,0,0,1,"CpG",1
"144","phage_lambda",3387,3388,0,0,1,"CpG",1
"145","phage_lambda",3394,3395,0,0,1,"CpG",1
"146","phage_lambda",3403,3404,0,0,1,"CpG",1
"147","phage_lambda",3408,3409,0,0,1,"CpG",1
"148","phage_lambda",3429,3430,0,0,1,"CpG",1
"149","phage_lambda",3434,3435,0,0,1,"CpG",1
"150","phage_lambda",3437,3438,0,0,1,"CpG",1
"151","phage_lambda",3450,3451,0,0,1,"CpG",1
"152","phage_lambda",3456,3457,0,0,1,"CpG",1
"153","phage_lambda",3462,3463,0,0,1,"CpG",1
"154","phage_lambda",3482,3483,0,0,1,"CpG",1
"155","phage_lambda",3505,3506,0,0,1,"CpG",1
"156","phage_lambda",3516,3517,0,0,1,"CpG",1
"157","phage_lambda",3571,3572,0,0,1,"CpG",1
"158","phage_lambda",3573,3574,0,0,1,"CpG",1
"159","phage_lambda",3594,3595,0,0,1,"CpG",1
"160","phage_lambda",3618,3619,0,0,1,"CpG",1
"161","phage_lambda",3623,3624,0,0,1,"CpG",1
"162","phage_lambda",3635,3636,0,0,1,"CpG",1
"163","phage_lambda",3648,3649,0,0,1,"CpG",1
"164","phage_lambda",3662,3663,0,0,1,"CpG",1
"165","phage_lambda",3672,3673,0,0,1,"CpG",1
"166","phage_lambda",3698,3699,0,0,1,"CpG",1
"167","phage_lambda",3707,3708,0,0,1,"CpG",1
"168","phage_lambda",3874,3875,0,0,1,"CpG",1
"169","phage_lambda",3881,3882,0,0,1,"CpG",1
"170","phage_lambda",3890,3891,0,0,1,"CpG",1
"171","phage_lambda",3912,3913,0,0,1,"CpG",1
"172","phage_lambda",3920,3921,0,0,1,"CpG",1
"173","phage_lambda",3926,3927,0,0,1,"CpG",1
"174","phage_lambda",3940,3941,0,0,1,"CpG",1
"175","phage_lambda",3957,3958,0,0,1,"CpG",1
"176","phage_lambda",3965,3966,0,0,1,"CpG",1
"177","phage_lambda",4701,4702,0,0,1,"CpG",1
"178","phage_lambda",4703,4704,0,0,1,"CpG",1
"179","phage_lambda",4707,4708,0,0,1,"CpG",1
"180","phage_lambda",4716,4717,0,0,1,"CpG",1
"181","phage_lambda",4722,4723,0,0,1,"CpG",1
"182","phage_lambda",4732,4733,0,0,1,"CpG",1
"183","phage_lambda",4741,4742,0,0,1,"CpG",1
"184","phage_lambda",4750,4751,0,0,1,"CpG",1
"185","phage_lambda",4754,4755,0,0,1,"CpG",1
"186","phage_lambda",4774,4775,0,0,1,"CpG",1
"187","phage_lambda",4779,4780,0,0,1,"CpG",1
"188","phage_lambda",4789,4790,0,0,1,"CpG",1
"189","phage_lambda",4801,4802,0,0,1,"CpG",1
"190","phage_lambda",4812,4813,0,0,1,"CpG",1
"191","phage_lambda",4816,4817,0,0,1,"CpG",1
"192","phage_lambda",4819,4820,0,0,1,"CpG",1
"193","phage_lambda",4830,4831,0,0,1,"CpG",1
"194","phage_lambda",4846,4847,0,0,1,"CpG",1
"195","phage_lambda",4880,4881,0,0,1,"CpG",1
"196","phage_lambda",4889,4890,0,0,1,"CpG",1
"197","phage_lambda",4899,4900,0,0,1,"CpG",1
"198","phage_lambda",4938,4939,0,0,1,"CpG",1
"199","phage_lambda",4939,4940,0,0,1,"CpG",1
"200","phage_lambda",4945,4946,0,0,1,"CpG",1
"201","phage_lambda",4946,4947,0,0,1,"CpG",1
"202","phage_lambda",4949,4950,0,0,1,"CpG",1
"203","phage_lambda",4959,4960,0,0,1,"CpG",1
"204","phage_lambda",4966,4967,0,0,1,"CpG",1
"205","phage_lambda",4970,4971,0,0,1,"CpG",1
"206","phage_lambda",4984,4985,0,0,1,"CpG",1
"207","phage_lambda",4987,4988,0,0,1,"CpG",1
"208","phage_lambda",5011,5012,0,0,1,"CpG",1
"209","phage_lambda",5019,5020,0,0,1,"CpG",1
"210","phage_lambda",5046,5047,0,0,1,"CpG",1
"211","phage_lambda",5136,5137,0,0,1,"CpG",1
"212","phage_lambda",5143,5144,0,0,1,"CpG",1
"213","phage_lambda",5156,5157,0,0,1,"CpG",1
"214","phage_lambda",5157,5158,0,0,1,"CpG",1
"215","phage_lambda",5168,5169,0,0,1,"CpG",1
"216","phage_lambda",5169,5170,0,0,1,"CpG",1
"217","phage_lambda",5178,5179,0,0,1,"CpG",1
"218","phage_lambda",5179,5180,0,0,1,"CpG",1
"219","phage_lambda",5187,5188,0,0,1,"CpG",1
"220","phage_lambda",5188,5189,0,0,1,"CpG",1
"221","phage_lambda",5208,5209,0,0,1,"CpG",1
"222","phage_lambda",5209,5210,0,0,1,"CpG",1
"223","phage_lambda",5227,5228,0,0,1,"CpG",1
"224","phage_lambda",5248,5249,0,0,2,"CpG",2
"225","phage_lambda",5278,5279,0,0,2,"CpG",2
"226","phage_lambda",5283,5284,0,0,2,"CpG",2
"227","phage_lambda",5290,5291,0,0,2,"CpG",2
"228","phage_lambda",5297,5298,0,0,2,"CpG",2
"229","phage_lambda",5315,5316,0,0,1,"CpG",1
"230","phage_lambda",5324,5325,0,0,1,"CpG",1
"231","phage_lambda",5339,5340,0,0,1,"CpG",1
"232","phage_lambda",6427,6428,0,0,1,"CpG",1
"233","phage_lambda",6439,6440,0,0,1,"CpG",1
"234","phage_lambda",6445,6446,0,0,1,"CpG",1
"235","phage_lambda",6453,6454,0,0,1,"CpG",1
"236","phage_lambda",6456,6457,0,0,1,"CpG",1
"237","phage_lambda",6459,6460,0,0,1,"CpG",1
"238","phage_lambda",6462,6463,0,0,1,"CpG",1
"239","phage_lambda",7331,7332,0,0,1,"CpG",1
"240","phage_lambda",7344,7345,100,1,0,"CpG",1
"241","phage_lambda",7366,7367,0,0,1,"CpG",1
"242","phage_lambda",7383,7384,100,1,0,"CpG",1
"243","phage_lambda",7409,7410,0,0,1,"CpG",1
"244","phage_lambda",7415,7416,0,0,1,"CpG",1
"245","phage_lambda",7422,7423,0,0,1,"CpG",1
"246","phage_lambda",7436,7437,0,0,1,"CpG",1
"247","phage_lambda",7451,7452,0,0,1,"CpG",1
"248","phage_lambda",7455,7456,0,0,1,"CpG",1
"249","phage_lambda",7491,7492,0,0,2,"CpG",2
"250","phage_lambda",7496,7497,0,0,2,"CpG",2
"251","phage_lambda",7498,7499,0,0,2,"CpG",2
"252","phage_lambda",7526,7527,0,0,2,"CpG",2
"253","phage_lambda",7532,7533,0,0,2,"CpG",2
"254","phage_lambda",7535,7536,0,0,2,"CpG",2
"255","phage_lambda",7540,7541,0,0,2,"CpG",2
"256","phage_lambda",7551,7552,0,0,2,"CpG",2
"257","phage_lambda",7563,7564,0,0,2,"CpG",2
"258","phage_lambda",7576,7577,0,0,1,"CpG",1
"259","phage_lambda",7578,7579,0,0,1,"CpG",1
"260","phage_lambda",7600,7601,0,0,1,"CpG",1
"261","phage_lambda",7607,7608,0,0,1,"CpG",1
"262","phage_lambda",7622,7623,0,0,1,"CpG",1
"263","phage_lambda",9217,9218,0,0,1,"CpG",1
"264","phage_lambda",9237,9238,0,0,1,"CpG",1
"265","phage_lambda",9246,9247,0,0,1,"CpG",1
"266","phage_lambda",9262,9263,0,0,1,"CpG",1
"267","phage_lambda",9269,9270,0,0,1,"CpG",1
"268","phage_lambda",9284,9285,0,0,1,"CpG",1
"269","phage_lambda",9291,9292,0,0,1,"CpG",1
"270","phage_lambda",9295,9296,0,0,1,"CpG",1
"271","phage_lambda",9300,9301,0,0,1,"CpG",1
"272","phage_lambda",9304,9305,0,0,1,"CpG",1
"273","phage_lambda",9314,9315,0,0,1,"CpG",1
"274","phage_lambda",9334,9335,0,0,1,"CpG",1
"275","phage_lambda",9342,9343,0,0,1,"CpG",1
"276","phage_lambda",9348,9349,0,0,1,"CpG",1
"277","phage_lambda",9351,9352,0,0,1,"CpG",1
"278","phage_lambda",9368,9369,0,0,1,"CpG",1
"279","phage_lambda",9372,9373,0,0,1,"CpG",1
"280","phage_lambda",9395,9396,0,0,1,"CpG",1
"281","phage_lambda",9399,9400,0,0,1,"CpG",1
"282","phage_lambda",9402,9403,0,0,1,"CpG",1
"283","phage_lambda",9416,9417,0,0,1,"CpG",1
"284","phage_lambda",9423,9424,0,0,1,"CpG",1
"285","phage_lambda",9432,9433,100,1,0,"CpG",1
"286","phage_lambda",9439,9440,0,0,1,"CpG",1
"287","phage_lambda",9448,9449,0,0,1,"CpG",1
"288","phage_lambda",9453,9454,0,0,1,"CpG",1
"289","phage_lambda",9468,9469,0,0,1,"CpG",1
"290","phage_lambda",9492,9493,0,0,1,"CpG",1
"291","phage_lambda",9499,9500,0,0,1,"CpG",1
"292","phage_lambda",9634,9635,0,0,1,"CpG",1
"293","phage_lambda",9644,9645,0,0,1,"CpG",1
"294","phage_lambda",9664,9665,0,0,1,"CpG",1
"295","phage_lambda",9680,9681,0,0,1,"CpG",1
"296","phage_lambda",9686,9687,0,0,1,"CpG",1
"297","phage_lambda",9698,9699,0,0,1,"CpG",1
"298","phage_lambda",9709,9710,0,0,1,"CpG",1
"299","phage_lambda",9725,9726,0,0,1,"CpG",1
"300","phage_lambda",9743,9744,0,0,1,"CpG",1
"301","phage_lambda",9752,9753,0,0,1,"CpG",1
"302","phage_lambda",9757,9758,0,0,1,"CpG",1
"303","phage_lambda",9783,9784,0,0,1,"CpG",1
"304","phage_lambda",9797,9798,0,0,1,"CpG",1
"305","phage_lambda",9810,9811,0,0,1,"CpG",1
"306","phage_lambda",9826,9827,0,0,1,"CpG",1
"307","phage_lambda",9843,9844,0,0,1,"CpG",1
"308","phage_lambda",9863,9864,100,1,0,"CpG",1
"309","phage_lambda",9875,9876,0,0,1,"CpG",1
"310","phage_lambda",9878,9879,100,1,0,"CpG",1
"311","phage_lambda",9880,9881,100,1,0,"CpG",1
"312","phage_lambda",9892,9893,0,0,1,"CpG",1
"313","phage_lambda",10426,10427,0,0,1,"CpG",1
"314","phage_lambda",10436,10437,0,0,1,"CpG",1
"315","phage_lambda",10440,10441,0,0,1,"CpG",1
"316","phage_lambda",10458,10459,0,0,1,"CpG",1
"317","phage_lambda",10459,10460,0,0,1,"CpG",1
"318","phage_lambda",10466,10467,0,0,1,"CpG",1
"319","phage_lambda",10467,10468,0,0,1,"CpG",1
"320","phage_lambda",10475,10476,0,0,1,"CpG",1
"321","phage_lambda",10476,10477,0,0,1,"CpG",1
"322","phage_lambda",10484,10485,0,0,1,"CpG",1
"323","phage_lambda",10485,10486,0,0,1,"CpG",1
"324","phage_lambda",10494,10495,0,0,1,"CpG",1
"325","phage_lambda",10495,10496,0,0,1,"CpG",1
"326","phage_lambda",10524,10525,0,0,1,"CpG",1
"327","phage_lambda",10525,10526,0,0,1,"CpG",1
"328","phage_lambda",10537,10538,0,0,1,"CpG",1
"329","phage_lambda",10538,10539,0,0,1,"CpG",1
"330","phage_lambda",10551,10552,0,0,1,"CpG",1
"331","phage_lambda",10552,10553,0,0,1,"CpG",1
"332","phage_lambda",10558,10559,0,0,1,"CpG",1
"333","phage_lambda",10559,10560,0,0,1,"CpG",1
"334","phage_lambda",10567,10568,0,0,1,"CpG",1
"335","phage_lambda",10568,10569,0,0,1,"CpG",1
"336","phage_lambda",10588,10589,0,0,1,"CpG",1
"337","phage_lambda",10601,10602,0,0,1,"CpG",1
"338","phage_lambda",10623,10624,0,0,1,"CpG",1
"339","phage_lambda",10639,10640,0,0,1,"CpG",1
"340","phage_lambda",11301,11302,0,0,1,"CpG",1
"341","phage_lambda",11321,11322,0,0,1,"CpG",1
"342","phage_lambda",11326,11327,0,0,1,"CpG",1
"343","phage_lambda",11329,11330,0,0,1,"CpG",1
"344","phage_lambda",11338,11339,0,0,1,"CpG",1
"345","phage_lambda",11352,11353,100,1,0,"CpG",1
"346","phage_lambda",11355,11356,100,1,0,"CpG",1
"347","phage_lambda",11359,11360,0,0,1,"CpG",1
"348","phage_lambda",11365,11366,100,1,0,"CpG",1
"349","phage_lambda",11370,11371,0,0,1,"CpG",1
"350","phage_lambda",11393,11394,0,0,1,"CpG",1
"351","phage_lambda",11396,11397,0,0,1,"CpG",1
"352","phage_lambda",11418,11419,0,0,1,"CpG",1
"353","phage_lambda",11445,11446,0,0,1,"CpG",1
"354","phage_lambda",11448,11449,0,0,1,"CpG",1
"355","phage_lambda",11472,11473,0,0,1,"CpG",1
"356","phage_lambda",11473,11474,0,0,1,"CpG",1
"357","phage_lambda",11489,11490,0,0,1,"CpG",1
"358","phage_lambda",11490,11491,0,0,1,"CpG",1
"359","phage_lambda",11500,11501,0,0,1,"CpG",1
"360","phage_lambda",11501,11502,0,0,1,"CpG",1
"361","phage_lambda",11502,11503,0,0,1,"CpG",1
"362","phage_lambda",11503,11504,0,0,1,"CpG",1
"363","phage_lambda",11532,11533,0,0,1,"CpG",1
"364","phage_lambda",11533,11534,0,0,1,"CpG",1
"365","phage_lambda",11548,11549,0,0,1,"CpG",1
"366","phage_lambda",11549,11550,0,0,1,"CpG",1
"367","phage_lambda",11564,11565,0,0,1,"CpG",1
"368","phage_lambda",11587,11588,0,0,1,"CpG",1
"369","phage_lambda",11595,11596,0,0,1,"CpG",1
"370","phage_lambda",11597,11598,0,0,1,"CpG",1
"371","phage_lambda",11631,11632,0,0,1,"CpG",1
"372","phage_lambda",11638,11639,0,0,1,"CpG",1
"373","phage_lambda",11648,11649,0,0,1,"CpG",1
"374","phage_lambda",11652,11653,0,0,1,"CpG",1
"375","phage_lambda",11691,11692,0,0,1,"CpG",1
"376","phage_lambda",11692,11693,0,0,1,"CpG",1
"377","phage_lambda",11704,11705,0,0,1,"CpG",1
"378","phage_lambda",11705,11706,0,0,1,"CpG",1
"379","phage_lambda",11710,11711,0,0,1,"CpG",1
"380","phage_lambda",11711,11712,0,0,1,"CpG",1
"381","phage_lambda",11715,11716,0,0,1,"CpG",1
"382","phage_lambda",11716,11717,0,0,1,"CpG",1
"383","phage_lambda",11720,11721,0,0,1,"CpG",1
"384","phage_lambda",11721,11722,0,0,1,"CpG",1
"385","phage_lambda",11734,11735,0,0,1,"CpG",1
"386","phage_lambda",11735,11736,0,0,1,"CpG",1
"387","phage_lambda",11742,11743,0,0,1,"CpG",1
"388","phage_lambda",11743,11744,0,0,1,"CpG",1
"389","phage_lambda",11755,11756,0,0,1,"CpG",1
"390","phage_lambda",11756,11757,0,0,1,"CpG",1
"391","phage_lambda",11759,11760,0,0,1,"CpG",1
"392","phage_lambda",11760,11761,0,0,1,"CpG",1
"393","phage_lambda",11769,11770,0,0,1,"CpG",1
"394","phage_lambda",11770,11771,0,0,1,"CpG",1
"395","phage_lambda",11772,11773,0,0,1,"CpG",1
"396","phage_lambda",11773,11774,0,0,1,"CpG",1
"397","phage_lambda",11788,11789,0,0,1,"CpG",1
"398","phage_lambda",11789,11790,0,0,1,"CpG",1
"399","phage_lambda",11792,11793,0,0,1,"CpG",1
"400","phage_lambda",11793,11794,0,0,1,"CpG",1
"401","phage_lambda",11824,11825,0,0,1,"CpG",1
"402","phage_lambda",11825,11826,0,0,1,"CpG",1
"403","phage_lambda",12158,12159,0,0,1,"CpG",1
"404","phage_lambda",12178,12179,0,0,1,"CpG",1
"405","phage_lambda",12189,12190,0,0,1,"CpG",1
"406","phage_lambda",12200,12201,0,0,1,"CpG",1
"407","phage_lambda",12208,12209,0,0,1,"CpG",1
"408","phage_lambda",12210,12211,0,0,1,"CpG",1
"409","phage_lambda",12216,12217,0,0,1,"CpG",1
"410","phage_lambda",12225,12226,0,0,1,"CpG",1
"411","phage_lambda",12235,12236,0,0,1,"CpG",1
"412","phage_lambda",12416,12417,0,0,1,"CpG",1
"413","phage_lambda",12418,12419,0,0,1,"CpG",1
"414","phage_lambda",12445,12446,0,0,1,"CpG",1
"415","phage_lambda",12469,12470,0,0,1,"CpG",1
"416","phage_lambda",12474,12475,0,0,1,"CpG",1
"417","phage_lambda",12486,12487,0,0,1,"CpG",1
"418","phage_lambda",12507,12508,0,0,1,"CpG",1
"419","phage_lambda",12572,12573,100,1,0,"CpG",1
"420","phage_lambda",12573,12574,0,0,1,"CpG",1
"421","phage_lambda",12584,12585,100,1,0,"CpG",1
"422","phage_lambda",12585,12586,0,0,1,"CpG",1
"423","phage_lambda",12589,12590,100,1,0,"CpG",1
"424","phage_lambda",12590,12591,0,0,1,"CpG",1
"425","phage_lambda",12643,12644,0,0,1,"CpG",1
"426","phage_lambda",12644,12645,0,0,1,"CpG",1
"427","phage_lambda",12652,12653,0,0,1,"CpG",1
"428","phage_lambda",12653,12654,0,0,1,"CpG",1
"429","phage_lambda",12658,12659,0,0,1,"CpG",1
"430","phage_lambda",12659,12660,0,0,1,"CpG",1
"431","phage_lambda",12667,12668,0,0,1,"CpG",1
"432","phage_lambda",12668,12669,0,0,1,"CpG",1
"433","phage_lambda",12682,12683,0,0,1,"CpG",1
"434","phage_lambda",12683,12684,0,0,1,"CpG",1
"435","phage_lambda",12685,12686,0,0,1,"CpG",1
"436","phage_lambda",12686,12687,0,0,1,"CpG",1
"437","phage_lambda",12691,12692,0,0,1,"CpG",1
"438","phage_lambda",12692,12693,0,0,1,"CpG",1
"439","phage_lambda",12693,12694,0,0,1,"CpG",1
"440","phage_lambda",12694,12695,0,0,1,"CpG",1
"441","phage_lambda",12701,12702,0,0,1,"CpG",1
"442","phage_lambda",12719,12720,0,0,1,"CpG",1
"443","phage_lambda",12724,12725,0,0,1,"CpG",1
"444","phage_lambda",12727,12728,0,0,1,"CpG",1
"445","phage_lambda",12746,12747,0,0,1,"CpG",1
"446","phage_lambda",12757,12758,0,0,1,"CpG",1
"447","phage_lambda",12764,12765,0,0,1,"CpG",1
"448","phage_lambda",12767,12768,0,0,1,"CpG",1
"449","phage_lambda",13661,13662,0,0,1,"CpG",1
"450","phage_lambda",13667,13668,0,0,1,"CpG",1
"451","phage_lambda",13683,13684,0,0,1,"CpG",1
"452","phage_lambda",13695,13696,0,0,1,"CpG",1
"453","phage_lambda",13703,13704,0,0,1,"CpG",1
"454","phage_lambda",13725,13726,0,0,1,"CpG",1
"455","phage_lambda",13728,13729,0,0,1,"CpG",1
"456","phage_lambda",13733,13734,0,0,1,"CpG",1
"457","phage_lambda",13741,13742,0,0,1,"CpG",1
"458","phage_lambda",13744,13745,0,0,1,"CpG",1
"459","phage_lambda",13755,13756,0,0,1,"CpG",1
"460","phage_lambda",13759,13760,0,0,1,"CpG",1
"461","phage_lambda",14070,14071,0,0,1,"CpG",1
"462","phage_lambda",14078,14079,0,0,1,"CpG",1
"463","phage_lambda",14081,14082,0,0,1,"CpG",1
"464","phage_lambda",14093,14094,0,0,1,"CpG",1
"465","phage_lambda",14119,14120,0,0,1,"CpG",1
"466","phage_lambda",14151,14152,0,0,1,"CpG",1
"467","phage_lambda",14160,14161,0,0,1,"CpG",1
"468","phage_lambda",14164,14165,0,0,1,"CpG",1
"469","phage_lambda",14168,14169,0,0,1,"CpG",1
"470","phage_lambda",14171,14172,0,0,1,"CpG",1
"471","phage_lambda",14178,14179,0,0,1,"CpG",1
"472","phage_lambda",14184,14185,0,0,1,"CpG",1
"473","phage_lambda",14190,14191,0,0,1,"CpG",1
"474","phage_lambda",14194,14195,0,0,1,"CpG",1
"475","phage_lambda",14200,14201,0,0,1,"CpG",1
"476","phage_lambda",14251,14252,0,0,1,"CpG",1
"477","phage_lambda",14259,14260,0,0,1,"CpG",1
"478","phage_lambda",14272,14273,0,0,1,"CpG",1
"479","phage_lambda",14279,14280,0,0,1,"CpG",1
"480","phage_lambda",14282,14283,0,0,1,"CpG",1
"481","phage_lambda",14324,14325,0,0,1,"CpG",1
"482","phage_lambda",14343,14344,0,0,1,"CpG",1
"483","phage_lambda",14370,14371,0,0,1,"CpG",1
"484","phage_lambda",14374,14375,0,0,1,"CpG",1
"485","phage_lambda",14377,14378,0,0,1,"CpG",1
"486","phage_lambda",14403,14404,0,0,1,"CpG",1
