"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads"
"phage_lambda",385,386,0,0,1
"phage_lambda",388,389,0,0,1
"phage_lambda",391,392,0,0,1
"phage_lambda",403,404,0,0,1
"phage_lambda",404,405,0,0,1
"phage_lambda",411,412,0,0,1
"phage_lambda",412,413,0,0,1
"phage_lambda",428,429,0,0,1
"phage_lambda",436,437,0,0,1
"phage_lambda",438,439,0,0,1
"phage_lambda",447,448,0,0,1
"phage_lambda",448,449,0,0,1
"phage_lambda",454,455,0,0,1
"phage_lambda",463,464,0,0,1
"phage_lambda",469,470,0,0,1
"phage_lambda",476,477,0,0,1
"phage_lambda",481,482,0,0,1
"phage_lambda",489,490,0,0,1
"phage_lambda",493,494,0,0,1
"phage_lambda",494,495,0,0,1
"phage_lambda",499,500,0,0,1
"phage_lambda",501,502,100,1,0
"phage_lambda",511,512,0,0,1
"phage_lambda",513,514,0,0,1
"phage_lambda",514,515,0,0,1
"phage_lambda",516,517,0,0,1
"phage_lambda",517,518,0,0,1
"phage_lambda",524,525,0,0,2
"phage_lambda",533,534,0,0,2
"phage_lambda",566,567,0,0,2
"phage_lambda",574,575,0,0,2
"phage_lambda",583,584,0,0,2
"phage_lambda",585,586,0,0,2
"phage_lambda",586,587,0,0,2
"phage_lambda",587,588,0,0,2
"phage_lambda",588,589,0,0,1
"phage_lambda",628,629,0,0,1
"phage_lambda",639,640,0,0,1
"phage_lambda",654,655,0,0,1
"phage_lambda",657,658,0,0,1
"phage_lambda",662,663,0,0,1
"phage_lambda",663,664,0,0,1
"phage_lambda",666,667,0,0,1
"phage_lambda",669,670,0,0,1
"phage_lambda",673,674,0,0,1
"phage_lambda",685,686,0,0,1
"phage_lambda",688,689,0,0,1
"phage_lambda",701,702,0,0,1
"phage_lambda",702,703,100,1,0
"phage_lambda",705,706,0,0,1
"phage_lambda",710,711,100,1,0
"phage_lambda",712,713,0,0,1
"phage_lambda",731,732,0,0,1
"phage_lambda",739,740,0,0,1
"phage_lambda",752,753,0,0,1
"phage_lambda",763,764,0,0,1
"phage_lambda",764,765,0,0,1
"phage_lambda",769,770,0,0,1
"phage_lambda",771,772,0,0,1
"phage_lambda",781,782,0,0,1
"phage_lambda",787,788,0,0,1
"phage_lambda",788,789,0,0,2
"phage_lambda",789,790,0,0,2
"phage_lambda",803,804,0,0,1
"phage_lambda",807,808,0,0,1
"phage_lambda",808,809,0,0,1
"phage_lambda",809,810,0,0,1
"phage_lambda",816,817,0,0,2
"phage_lambda",823,824,50,1,1
"phage_lambda",827,828,0,0,2
"phage_lambda",829,830,0,0,2
"phage_lambda",843,844,0,0,2
"phage_lambda",847,848,0,0,2
"phage_lambda",867,868,0,0,2
"phage_lambda",872,873,0,0,2
"phage_lambda",873,874,0,0,2
"phage_lambda",874,875,0,0,2
"phage_lambda",885,886,50,1,1
"phage_lambda",886,887,0,0,2
"phage_lambda",889,890,0,0,2
"phage_lambda",910,911,0,0,1
"phage_lambda",913,914,0,0,1
"phage_lambda",942,943,0,0,1
"phage_lambda",957,958,0,0,1
"phage_lambda",958,959,0,0,1
"phage_lambda",1717,1718,0,0,1
"phage_lambda",1718,1719,0,0,1
"phage_lambda",1720,1721,0,0,1
"phage_lambda",1727,1728,0,0,1
"phage_lambda",1733,1734,0,0,1
"phage_lambda",1738,1739,0,0,1
"phage_lambda",1741,1742,0,0,1
"phage_lambda",1751,1752,0,0,1
"phage_lambda",1752,1753,0,0,1
"phage_lambda",1753,1754,0,0,1
"phage_lambda",1754,1755,0,0,1
"phage_lambda",1761,1762,0,0,1
"phage_lambda",1796,1797,0,0,1
"phage_lambda",1798,1799,0,0,1
"phage_lambda",1803,1804,0,0,1
"phage_lambda",1804,1805,0,0,1
"phage_lambda",1805,1806,0,0,1
"phage_lambda",1807,1808,0,0,1
"phage_lambda",1808,1809,0,0,1
"phage_lambda",1817,1818,0,0,1
"phage_lambda",1818,1819,0,0,1
"phage_lambda",1832,1833,0,0,1
"phage_lambda",1838,1839,0,0,1
"phage_lambda",1840,1841,0,0,1
"phage_lambda",2928,2929,0,0,1
"phage_lambda",2929,2930,0,0,1
"phage_lambda",2931,2932,0,0,1
"phage_lambda",2932,2933,0,0,1
"phage_lambda",2933,2934,0,0,1
"phage_lambda",2939,2940,0,0,1
"phage_lambda",2947,2948,0,0,1
"phage_lambda",2948,2949,0,0,1
"phage_lambda",2959,2960,0,0,1
"phage_lambda",2961,2962,0,0,1
"phage_lambda",2965,2966,0,0,1
"phage_lambda",2967,2968,0,0,1
"phage_lambda",2969,2970,0,0,1
"phage_lambda",2970,2971,0,0,1
"phage_lambda",2973,2974,0,0,1
"phage_lambda",2977,2978,0,0,1
"phage_lambda",2978,2979,0,0,1
"phage_lambda",2984,2985,0,0,1
"phage_lambda",2985,2986,0,0,1
"phage_lambda",2986,2987,0,0,1
"phage_lambda",2987,2988,0,0,1
"phage_lambda",2990,2991,0,0,1
"phage_lambda",2995,2996,0,0,1
"phage_lambda",3000,3001,0,0,1
"phage_lambda",3001,3002,0,0,1
"phage_lambda",3002,3003,0,0,1
"phage_lambda",3006,3007,0,0,1
"phage_lambda",3007,3008,0,0,1
"phage_lambda",3024,3025,0,0,1
"phage_lambda",3029,3030,0,0,1
"phage_lambda",3038,3039,0,0,1
"phage_lambda",3042,3043,0,0,1
"phage_lambda",3046,3047,0,0,1
"phage_lambda",3047,3048,0,0,1
"phage_lambda",3052,3053,0,0,1
"phage_lambda",3053,3054,0,0,1
"phage_lambda",3056,3057,0,0,1
"phage_lambda",3063,3064,0,0,1
"phage_lambda",3069,3070,0,0,1
"phage_lambda",3072,3073,0,0,1
"phage_lambda",3083,3084,0,0,1
"phage_lambda",3085,3086,0,0,1
"phage_lambda",3096,3097,0,0,1
"phage_lambda",3102,3103,0,0,1
"phage_lambda",3107,3108,0,0,1
"phage_lambda",3108,3109,0,0,1
"phage_lambda",3109,3110,0,0,1
"phage_lambda",3112,3113,0,0,1
"phage_lambda",3116,3117,0,0,1
"phage_lambda",3119,3120,0,0,1
"phage_lambda",3126,3127,0,0,1
"phage_lambda",3127,3128,0,0,1
"phage_lambda",3128,3129,0,0,1
"phage_lambda",3134,3135,0,0,1
"phage_lambda",3135,3136,0,0,1
"phage_lambda",3137,3138,0,0,1
"phage_lambda",3138,3139,0,0,1
"phage_lambda",3145,3146,0,0,1
"phage_lambda",3151,3152,0,0,1
"phage_lambda",3152,3153,0,0,1
"phage_lambda",3157,3158,0,0,1
"phage_lambda",3405,3406,0,0,1
"phage_lambda",3411,3412,0,0,1
"phage_lambda",3413,3414,0,0,1
"phage_lambda",3423,3424,0,0,1
"phage_lambda",3432,3433,0,0,1
"phage_lambda",3441,3442,0,0,1
"phage_lambda",3442,3443,0,0,1
"phage_lambda",3458,3459,0,0,1
"phage_lambda",3459,3460,0,0,1
"phage_lambda",3464,3465,0,0,1
"phage_lambda",3472,3473,0,0,1
"phage_lambda",3476,3477,0,0,1
"phage_lambda",3479,3480,0,0,1
"phage_lambda",3490,3491,0,0,1
"phage_lambda",3491,3492,0,0,1
"phage_lambda",3496,3497,0,0,1
"phage_lambda",3497,3498,0,0,1
"phage_lambda",3507,3508,0,0,1
"phage_lambda",3509,3510,0,0,1
"phage_lambda",3576,3577,0,0,1
"phage_lambda",3582,3583,0,0,1
"phage_lambda",3584,3585,0,0,1
"phage_lambda",3596,3597,0,0,1
"phage_lambda",3599,3600,0,0,1
"phage_lambda",3600,3601,0,0,1
"phage_lambda",3602,3603,0,0,1
"phage_lambda",3608,3609,0,0,1
"phage_lambda",3611,3612,0,0,1
"phage_lambda",3614,3615,0,0,1
"phage_lambda",3646,3647,0,0,1
"phage_lambda",3654,3655,0,0,1
"phage_lambda",3656,3657,0,0,1
"phage_lambda",3659,3660,0,0,1
"phage_lambda",3660,3661,0,0,1
"phage_lambda",3665,3666,0,0,1
"phage_lambda",3669,3670,0,0,1
"phage_lambda",3681,3682,0,0,1
"phage_lambda",3683,3684,0,0,1
"phage_lambda",3685,3686,0,0,1
"phage_lambda",3687,3688,0,0,1
"phage_lambda",3689,3690,0,0,1
"phage_lambda",3693,3694,0,0,1
"phage_lambda",3710,3711,0,0,1
"phage_lambda",3711,3712,0,0,1
"phage_lambda",3884,3885,0,0,1
"phage_lambda",3887,3888,0,0,1
"phage_lambda",3904,3905,0,0,1
"phage_lambda",3938,3939,0,0,1
"phage_lambda",3951,3952,0,0,1
"phage_lambda",3955,3956,0,0,1
"phage_lambda",3967,3968,0,0,1
"phage_lambda",3968,3969,0,0,1
"phage_lambda",4705,4706,0,0,1
"phage_lambda",4724,4725,0,0,1
"phage_lambda",4725,4726,0,0,1
"phage_lambda",4728,4729,0,0,1
"phage_lambda",4765,4766,0,0,1
"phage_lambda",4782,4783,0,0,1
"phage_lambda",4783,4784,0,0,1
"phage_lambda",4785,4786,0,0,1
"phage_lambda",4786,4787,0,0,1
"phage_lambda",4806,4807,0,0,1
"phage_lambda",4807,4808,0,0,1
"phage_lambda",4821,4822,0,0,1
"phage_lambda",4824,4825,0,0,1
"phage_lambda",4825,4826,0,0,1
"phage_lambda",4827,4828,0,0,1
"phage_lambda",4828,4829,0,0,1
"phage_lambda",4832,4833,0,0,1
"phage_lambda",4833,4834,0,0,1
"phage_lambda",4834,4835,0,0,1
"phage_lambda",4840,4841,0,0,1
"phage_lambda",4891,4892,0,0,1
"phage_lambda",4895,4896,0,0,1
"phage_lambda",4896,4897,0,0,1
"phage_lambda",4902,4903,0,0,1
"phage_lambda",4905,4906,0,0,1
"phage_lambda",4915,4916,0,0,1
"phage_lambda",4919,4920,0,0,1
"phage_lambda",4926,4927,0,0,1
"phage_lambda",4927,4928,0,0,1
"phage_lambda",4930,4931,0,0,1
"phage_lambda",4931,4932,0,0,1
"phage_lambda",4936,4937,0,0,1
"phage_lambda",4940,4941,0,0,1
"phage_lambda",4941,4942,0,0,1
"phage_lambda",4943,4944,0,0,1
"phage_lambda",4954,4955,0,0,1
"phage_lambda",4976,4977,0,0,1
"phage_lambda",4992,4993,0,0,1
"phage_lambda",4995,4996,0,0,1
"phage_lambda",4996,4997,0,0,1
"phage_lambda",5014,5015,0,0,1
"phage_lambda",5023,5024,0,0,1
"phage_lambda",5025,5026,0,0,1
"phage_lambda",5032,5033,0,0,1
"phage_lambda",5033,5034,0,0,1
"phage_lambda",5035,5036,0,0,1
"phage_lambda",5037,5038,0,0,1
"phage_lambda",5038,5039,0,0,1
"phage_lambda",5138,5139,0,0,1
"phage_lambda",5141,5142,0,0,1
"phage_lambda",5145,5146,0,0,1
"phage_lambda",5151,5152,0,0,1
"phage_lambda",5155,5156,0,0,1
"phage_lambda",5163,5164,0,0,1
"phage_lambda",5164,5165,0,0,1
"phage_lambda",5166,5167,0,0,1
"phage_lambda",5171,5172,0,0,1
"phage_lambda",5181,5182,0,0,1
"phage_lambda",5190,5191,0,0,1
"phage_lambda",5194,5195,0,0,1
"phage_lambda",5197,5198,0,0,1
"phage_lambda",5199,5200,0,0,1
"phage_lambda",5203,5204,0,0,1
"phage_lambda",5211,5212,0,0,1
"phage_lambda",5212,5213,0,0,1
"phage_lambda",5220,5221,0,0,1
"phage_lambda",5233,5234,0,0,1
"phage_lambda",5235,5236,0,0,1
"phage_lambda",5236,5237,0,0,1
"phage_lambda",5242,5243,0,0,1
"phage_lambda",5245,5246,0,0,1
"phage_lambda",5254,5255,0,0,2
"phage_lambda",5260,5261,0,0,2
"phage_lambda",5266,5267,0,0,2
"phage_lambda",5281,5282,0,0,2
"phage_lambda",5295,5296,0,0,2
"phage_lambda",5299,5300,0,0,2
"phage_lambda",5302,5303,0,0,2
"phage_lambda",5308,5309,0,0,2
"phage_lambda",5311,5312,0,0,1
"phage_lambda",5333,5334,0,0,1
"phage_lambda",5335,5336,0,0,1
"phage_lambda",5336,5337,0,0,1
"phage_lambda",5337,5338,0,0,1
"phage_lambda",5343,5344,0,0,1
"phage_lambda",5350,5351,0,0,1
"phage_lambda",5352,5353,0,0,1
"phage_lambda",6422,6423,0,0,1
"phage_lambda",6437,6438,0,0,1
"phage_lambda",7353,7354,100,1,0
"phage_lambda",7355,7356,100,1,0
"phage_lambda",7356,7357,100,1,0
"phage_lambda",7357,7358,100,1,0
"phage_lambda",7358,7359,100,1,0
"phage_lambda",7360,7361,0,0,1
"phage_lambda",7387,7388,0,0,1
"phage_lambda",7449,7450,0,0,1
"phage_lambda",7460,7461,0,0,1
"phage_lambda",7474,7475,0,0,1
"phage_lambda",7484,7485,0,0,2
"phage_lambda",7486,7487,50,1,1
"phage_lambda",7489,7490,0,0,2
"phage_lambda",7493,7494,0,0,2
"phage_lambda",7494,7495,0,0,2
"phage_lambda",7507,7508,0,0,2
"phage_lambda",7514,7515,0,0,2
"phage_lambda",7545,7546,0,0,2
"phage_lambda",7581,7582,0,0,1
"phage_lambda",7586,7587,0,0,1
"phage_lambda",7594,7595,0,0,1
"phage_lambda",7628,7629,0,0,1
"phage_lambda",9215,9216,0,0,1
"phage_lambda",9267,9268,0,0,1
"phage_lambda",9273,9274,0,0,1
"phage_lambda",9274,9275,0,0,1
"phage_lambda",9286,9287,0,0,1
"phage_lambda",9289,9290,0,0,1
"phage_lambda",9298,9299,0,0,1
"phage_lambda",9364,9365,0,0,1
"phage_lambda",9366,9367,0,0,1
"phage_lambda",9370,9371,0,0,1
"phage_lambda",9382,9383,0,0,1
"phage_lambda",9384,9385,0,0,1
"phage_lambda",9385,9386,0,0,1
"phage_lambda",9421,9422,100,1,0
"phage_lambda",9435,9436,100,1,0
"phage_lambda",9442,9443,0,0,1
"phage_lambda",9455,9456,0,0,1
"phage_lambda",9459,9460,0,0,1
"phage_lambda",9463,9464,0,0,1
"phage_lambda",9465,9466,0,0,1
"phage_lambda",9466,9467,0,0,1
"phage_lambda",9487,9488,0,0,1
"phage_lambda",9489,9490,0,0,1
"phage_lambda",9490,9491,0,0,1
"phage_lambda",9504,9505,0,0,1
"phage_lambda",9505,9506,0,0,1
"phage_lambda",9508,9509,0,0,1
"phage_lambda",9618,9619,0,0,1
"phage_lambda",9622,9623,0,0,1
"phage_lambda",9623,9624,100,1,0
"phage_lambda",9638,9639,0,0,1
"phage_lambda",9650,9651,0,0,1
"phage_lambda",9651,9652,0,0,1
"phage_lambda",9653,9654,0,0,1
"phage_lambda",9655,9656,0,0,1
"phage_lambda",9659,9660,0,0,1
"phage_lambda",9668,9669,0,0,1
"phage_lambda",9701,9702,0,0,1
"phage_lambda",9703,9704,0,0,1
"phage_lambda",9712,9713,0,0,1
"phage_lambda",9734,9735,0,0,1
"phage_lambda",9746,9747,0,0,1
"phage_lambda",9748,9749,0,0,1
"phage_lambda",9788,9789,0,0,1
"phage_lambda",9790,9791,0,0,1
"phage_lambda",9805,9806,0,0,1
"phage_lambda",9815,9816,0,0,1
"phage_lambda",9824,9825,0,0,1
"phage_lambda",9829,9830,0,0,1
"phage_lambda",9847,9848,100,1,0
"phage_lambda",9856,9857,0,0,1
"phage_lambda",9857,9858,0,0,1
"phage_lambda",9860,9861,0,0,1
"phage_lambda",9887,9888,100,1,0
"phage_lambda",9889,9890,100,1,0
"phage_lambda",9890,9891,100,1,0
"phage_lambda",9895,9896,0,0,1
"phage_lambda",9903,9904,0,0,1
"phage_lambda",9904,9905,0,0,1
"phage_lambda",10428,10429,0,0,1
"phage_lambda",10434,10435,0,0,1
"phage_lambda",10450,10451,0,0,1
"phage_lambda",10455,10456,0,0,1
"phage_lambda",10456,10457,0,0,1
"phage_lambda",10460,10461,0,0,1
"phage_lambda",10463,10464,0,0,1
"phage_lambda",10464,10465,0,0,1
"phage_lambda",10471,10472,0,0,1
"phage_lambda",10473,10474,0,0,1
"phage_lambda",10474,10475,0,0,1
"phage_lambda",10479,10480,0,0,1
"phage_lambda",10482,10483,0,0,1
"phage_lambda",10488,10489,0,0,1
"phage_lambda",10489,10490,0,0,1
"phage_lambda",10492,10493,0,0,1
"phage_lambda",10500,10501,0,0,1
"phage_lambda",10506,10507,0,0,1
"phage_lambda",10519,10520,0,0,1
"phage_lambda",10520,10521,0,0,1
"phage_lambda",10521,10522,0,0,1
"phage_lambda",10529,10530,0,0,1
"phage_lambda",10531,10532,0,0,1
"phage_lambda",10532,10533,0,0,1
"phage_lambda",10534,10535,0,0,1
"phage_lambda",10543,10544,0,0,1
"phage_lambda",10544,10545,0,0,1
"phage_lambda",10556,10557,0,0,1
"phage_lambda",10557,10558,0,0,1
"phage_lambda",10565,10566,0,0,1
"phage_lambda",10571,10572,0,0,1
"phage_lambda",10576,10577,0,0,1
"phage_lambda",10578,10579,0,0,1
"phage_lambda",10583,10584,0,0,1
"phage_lambda",10586,10587,0,0,1
"phage_lambda",10598,10599,0,0,1
"phage_lambda",10603,10604,0,0,1
"phage_lambda",10609,10610,0,0,1
"phage_lambda",10610,10611,0,0,1
"phage_lambda",10616,10617,0,0,1
"phage_lambda",10621,10622,0,0,1
"phage_lambda",10635,10636,0,0,1
"phage_lambda",10644,10645,0,0,1
"phage_lambda",10646,10647,0,0,1
"phage_lambda",10649,10650,0,0,1
"phage_lambda",11310,11311,0,0,1
"phage_lambda",11343,11344,0,0,1
"phage_lambda",11367,11368,100,1,0
"phage_lambda",11386,11387,0,0,1
"phage_lambda",11391,11392,0,0,1
"phage_lambda",11398,11399,0,0,1
"phage_lambda",11410,11411,0,0,1
"phage_lambda",11416,11417,0,0,1
"phage_lambda",11427,11428,0,0,1
"phage_lambda",11450,11451,0,0,1
"phage_lambda",11451,11452,0,0,1
"phage_lambda",11455,11456,0,0,1
"phage_lambda",11460,11461,0,0,1
"phage_lambda",11461,11462,0,0,1
"phage_lambda",11464,11465,0,0,1
"phage_lambda",11466,11467,0,0,1
"phage_lambda",11467,11468,0,0,1
"phage_lambda",11468,11469,0,0,1
"phage_lambda",11471,11472,0,0,1
"phage_lambda",11476,11477,0,0,1
"phage_lambda",11480,11481,0,0,1
"phage_lambda",11486,11487,0,0,1
"phage_lambda",11487,11488,0,0,1
"phage_lambda",11492,11493,0,0,1
"phage_lambda",11507,11508,0,0,1
"phage_lambda",11509,11510,0,0,1
"phage_lambda",11512,11513,0,0,1
"phage_lambda",11521,11522,0,0,1
"phage_lambda",11522,11523,0,0,1
"phage_lambda",11527,11528,0,0,1
"phage_lambda",11528,11529,0,0,1
"phage_lambda",11539,11540,0,0,1
"phage_lambda",11543,11544,0,0,1
"phage_lambda",11551,11552,0,0,1
"phage_lambda",11557,11558,0,0,1
"phage_lambda",11566,11567,0,0,1
"phage_lambda",11636,11637,0,0,1
"phage_lambda",11642,11643,0,0,1
"phage_lambda",11645,11646,0,0,1
"phage_lambda",11656,11657,0,0,1
"phage_lambda",11659,11660,0,0,1
"phage_lambda",11660,11661,0,0,1
"phage_lambda",11665,11666,0,0,1
"phage_lambda",11673,11674,0,0,1
"phage_lambda",11675,11676,0,0,1
"phage_lambda",11681,11682,0,0,1
"phage_lambda",11683,11684,0,0,1
"phage_lambda",11690,11691,0,0,1
"phage_lambda",11703,11704,0,0,1
"phage_lambda",11714,11715,0,0,1
"phage_lambda",11718,11719,0,0,1
"phage_lambda",11738,11739,0,0,1
"phage_lambda",11740,11741,0,0,1
"phage_lambda",11741,11742,0,0,1
"phage_lambda",11749,11750,0,0,1
"phage_lambda",11750,11751,0,0,1
"phage_lambda",11751,11752,0,0,1
"phage_lambda",11777,11778,0,0,1
"phage_lambda",11779,11780,0,0,1
"phage_lambda",11790,11791,0,0,1
"phage_lambda",11798,11799,0,0,1
"phage_lambda",11801,11802,0,0,1
"phage_lambda",11809,11810,0,0,1
"phage_lambda",11812,11813,0,0,1
"phage_lambda",11813,11814,0,0,1
"phage_lambda",11814,11815,0,0,1
"phage_lambda",11822,11823,0,0,1
"phage_lambda",11827,11828,0,0,1
"phage_lambda",11833,11834,0,0,1
"phage_lambda",11840,11841,0,0,1
"phage_lambda",12154,12155,0,0,1
"phage_lambda",12160,12161,0,0,1
"phage_lambda",12171,12172,0,0,1
"phage_lambda",12173,12174,0,0,1
"phage_lambda",12181,12182,0,0,1
"phage_lambda",12202,12203,0,0,1
"phage_lambda",12237,12238,0,0,1
"phage_lambda",12409,12410,0,0,1
"phage_lambda",12413,12414,0,0,1
"phage_lambda",12436,12437,0,0,1
"phage_lambda",12471,12472,0,0,1
"phage_lambda",12472,12473,0,0,1
"phage_lambda",12504,12505,0,0,1
"phage_lambda",12505,12506,0,0,1
"phage_lambda",12513,12514,0,0,1
"phage_lambda",12514,12515,0,0,1
"phage_lambda",12528,12529,0,0,1
"phage_lambda",12562,12563,0,0,1
"phage_lambda",12571,12572,0,0,1
"phage_lambda",12577,12578,100,1,0
"phage_lambda",12580,12581,100,1,0
"phage_lambda",12582,12583,100,1,0
"phage_lambda",12592,12593,0,0,1
"phage_lambda",12597,12598,100,1,0
"phage_lambda",12598,12599,100,1,0
"phage_lambda",12601,12602,0,0,1
"phage_lambda",12604,12605,0,0,1
"phage_lambda",12617,12618,0,0,1
"phage_lambda",12622,12623,0,0,1
"phage_lambda",12626,12627,0,0,1
"phage_lambda",12627,12628,0,0,1
"phage_lambda",12631,12632,0,0,1
"phage_lambda",12632,12633,0,0,1
"phage_lambda",12634,12635,0,0,1
"phage_lambda",12635,12636,0,0,1
"phage_lambda",12636,12637,0,0,1
"phage_lambda",12637,12638,0,0,1
"phage_lambda",12641,12642,0,0,1
"phage_lambda",12646,12647,0,0,1
"phage_lambda",12648,12649,0,0,1
"phage_lambda",12660,12661,0,0,1
"phage_lambda",12661,12662,0,0,1
"phage_lambda",12665,12666,0,0,1
"phage_lambda",12666,12667,0,0,1
"phage_lambda",12670,12671,0,0,1
"phage_lambda",12671,12672,0,0,1
"phage_lambda",12677,12678,0,0,1
"phage_lambda",12678,12679,0,0,1
"phage_lambda",12680,12681,0,0,1
"phage_lambda",12681,12682,0,0,1
"phage_lambda",12687,12688,0,0,1
"phage_lambda",12699,12700,0,0,1
"phage_lambda",12716,12717,0,0,1
"phage_lambda",12740,12741,0,0,1
"phage_lambda",12749,12750,0,0,1
"phage_lambda",12750,12751,0,0,1
"phage_lambda",12759,12760,0,0,1
"phage_lambda",12776,12777,0,0,1
"phage_lambda",12778,12779,0,0,1
"phage_lambda",13688,13689,0,0,1
"phage_lambda",13689,13690,0,0,1
"phage_lambda",13697,13698,0,0,1
"phage_lambda",13700,13701,0,0,1
"phage_lambda",13701,13702,0,0,1
"phage_lambda",13707,13708,0,0,1
"phage_lambda",13712,13713,0,0,1
"phage_lambda",13717,13718,0,0,1
"phage_lambda",13722,13723,0,0,1
"phage_lambda",13736,13737,0,0,1
"phage_lambda",13737,13738,0,0,1
"phage_lambda",13748,13749,0,0,1
"phage_lambda",13749,13750,0,0,1
"phage_lambda",14072,14073,0,0,1
"phage_lambda",14084,14085,0,0,1
"phage_lambda",14087,14088,0,0,1
"phage_lambda",14096,14097,0,0,1
"phage_lambda",14099,14100,0,0,1
"phage_lambda",14100,14101,0,0,1
"phage_lambda",14104,14105,0,0,1
"phage_lambda",14105,14106,0,0,1
"phage_lambda",14111,14112,0,0,1
"phage_lambda",14115,14116,0,0,1
"phage_lambda",14129,14130,0,0,1
"phage_lambda",14130,14131,0,0,1
"phage_lambda",14131,14132,0,0,1
"phage_lambda",14136,14137,100,1,0
"phage_lambda",14162,14163,0,0,1
"phage_lambda",14166,14167,0,0,1
"phage_lambda",14180,14181,0,0,1
"phage_lambda",14197,14198,0,0,1
"phage_lambda",14209,14210,0,0,1
"phage_lambda",14248,14249,0,0,1
"phage_lambda",14265,14266,0,0,1
"phage_lambda",14331,14332,0,0,1
"phage_lambda",14332,14333,0,0,1
"phage_lambda",14337,14338,0,0,1
"phage_lambda",14338,14339,0,0,1
"phage_lambda",14340,14341,0,0,1
"phage_lambda",14341,14342,0,0,1
"phage_lambda",14353,14354,0,0,1
"phage_lambda",14354,14355,0,0,1
"phage_lambda",14386,14387,0,0,1
"phage_lambda",14388,14389,0,0,1
"phage_lambda",14393,14394,0,0,1
"phage_lambda",14395,14396,0,0,1
"phage_lambda",14400,14401,0,0,1
"phage_lambda",14405,14406,0,0,1
"phage_lambda",14406,14407,0,0,1
"phage_lambda",14408,14409,0,0,1
"phage_lambda",14409,14410,0,0,1
"phage_lambda",14413,14414,0,0,1
"phage_lambda",14422,14423,0,0,1
"phage_lambda",14423,14424,0,0,1
"phage_lambda",14424,14425,0,0,1
"phage_lambda",14436,14437,0,0,1
"phage_lambda",14446,14447,0,0,1
"phage_lambda",14448,14449,0,0,1
"phage_lambda",14524,14525,0,0,1
"phage_lambda",14528,14529,0,0,1
"phage_lambda",14529,14530,0,0,1
"phage_lambda",14533,14534,0,0,1
"phage_lambda",14535,14536,0,0,1
"phage_lambda",14538,14539,0,0,1
"phage_lambda",14548,14549,0,0,1
"phage_lambda",14554,14555,0,0,1
"phage_lambda",14556,14557,0,0,1
"phage_lambda",14557,14558,0,0,1
"phage_lambda",14560,14561,0,0,1
"phage_lambda",14565,14566,0,0,1
"phage_lambda",14567,14568,0,0,1
"phage_lambda",14568,14569,0,0,1
"phage_lambda",14577,14578,0,0,1
"phage_lambda",14584,14585,0,0,1
"phage_lambda",14586,14587,0,0,1
"phage_lambda",14593,14594,0,0,1
"phage_lambda",14602,14603,0,0,1
"phage_lambda",14604,14605,0,0,1
"phage_lambda",14605,14606,0,0,1
"phage_lambda",14612,14613,0,0,1
"phage_lambda",14613,14614,0,0,1
"phage_lambda",14623,14624,50,1,1
"phage_lambda",14625,14626,50,1,1
"phage_lambda",14631,14632,0,0,2
"phage_lambda",14639,14640,0,0,1
"phage_lambda",14648,14649,0,0,2
"phage_lambda",14653,14654,0,0,2
